CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30303M102,META,Meta Platforms Inc,1893140,698838,1.25B,461.3M,+58.5%,4.4%
92826C839,V,Visa Inc,1910461,760147,670.02M,266.59M,+66.1%,2.3%
57636Q104,MA,Mastercard Inc,1261054,369149,719.91M,210.74M,+41.4%,2.5%
049468101,TEAM,Atlassian Corp,3990216,1183328,646.97M,191.86M,+42.2%,2.3%
M22465104,CHKP,Check Point Software Tech LT,1820339,932485,337.78M,173.03M,+105%,1.2%
40434L105,HPQ,HP Inc,10594630,7498202,236.05M,167.06M,+242.2%,0.82%
594918104,MSFT,Microsoft Corp,5096428,320394,2.46B,154.95M,+6.7%,8.6%
023135106,AMZN,Amazon.com Inc,6600867,555612,1.52B,128.25M,+9.2%,5.3%
64110L106,NFLX,Netflix Inc,1346425,1249433,126.24M,117.15M,+1288.2%,0.44%
79466L302,CRM,Salesforce Inc,2075596,417511,549.85M,110.6M,+25.2%,1.9%
38141G104,GS,Goldman Sachs Group Inc,253467,118049,222.8M,103.77M,+87.2%,0.78%
11135F101,AVGO,Broadcom Inc,1658559,278350,574.03M,96.34M,+20.2%,2%
67066G104,NVDA,Nvidia Corp,10116692,499413,1.89B,93.14M,+5.2%,6.6%
81762P102,NOW,ServiceNow Inc,668321,552213,102.38M,84.59M,+475.6%,0.36%
94106L109,WM,Waste Management Inc,528562,375451,116.13M,82.49M,+245.2%,0.41%
872590104,TMUS,T-Mobile US Inc,1065238,350036,216.29M,71.07M,+48.9%,0.75%
747525103,QCOM,Qualcomm Inc,1014250,376710,173.49M,64.44M,+59.1%,0.61%
056752108,BIDU,Baidu Inc - Spon Adr,452579,446051,59.13M,58.28M,+6832.9%,0.21%
70614W100,PTON,Peloton Interactive Inc,10776627,6331510,66.38M,39M,+142.4%,0.23%
78409V104,SPGI,S&P Global Inc,313444,62868,163.8M,32.85M,+25.1%,0.57%
