CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
595112103,MU,MICRON TECHNOLOGY INC,67430,65405,19.25M,18.67M,+3229.9%,2.5%
007903107,AMD,ADVANCED MICRO DEVICES INC,46911,42583,10.05M,9.12M,+983.9%,1.3%
G54950103,LIN,LINDE PLC,15807,15807,6.74M,6.74M,NEW,0.87%
65339F101,NEE,NEXTERA ENERGY INC,67310,67310,5.4M,5.4M,NEW,0.7%
49338L103,KEYS,KEYSIGHT TECHNOLOGIES INC,23968,23968,4.87M,4.87M,NEW,0.63%
025537101,AEP,AMERICAN ELEC PWR CO INC,50000,42144,5.77M,4.86M,+536.5%,0.75%
74460D109,PSA,PUBLIC STORAGE OPER CO,15142,15142,3.93M,3.93M,NEW,0.51%
45073V108,ITT,ITT INC,21089,21089,3.66M,3.66M,NEW,0.47%
58507V107,MDLN,MEDLINE INC,85000,85000,3.57M,3.57M,NEW,0.46%
038222105,AMAT,APPLIED MATLS INC,14923,12544,3.84M,3.22M,+527.3%,0.5%
384802104,GWW,WW GRAINGER INC,3150,3150,3.18M,3.18M,NEW,0.41%
760759100,RSG,REPUBLIC SVCS INC,16681,14523,3.54M,3.08M,+673%,0.46%
38141G104,GS,GOLDMAN SACHS GROUP INC,3467,3467,3.05M,3.05M,NEW,0.39%
02079K305,GOOGL,ALPHABET INC,9583,9583,3M,3M,NEW,0.39%
464288752,ITB,ISHARES TR,28500,28500,2.74M,2.74M,NEW,0.35%
92939U106,WEC,WEC ENERGY GROUP INC,25998,25998,2.74M,2.74M,NEW,0.35%
89832Q109,TFC,TRUIST FINL CORP,68381,54514,3.37M,2.68M,+393.1%,0.43%
192108504,CDE,COEUR MNG INC,149772,149772,2.67M,2.67M,NEW,0.35%
G25457105,CRDO,CREDO TECHNOLOGY GROUP HOLDI,31496,17650,4.53M,2.54M,+127.5%,0.59%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,124386,39812,7.93M,2.54M,+47.1%,1%
134429109,CPB,THE CAMPBELLS COMPANY,87990,87990,2.45M,2.45M,NEW,0.32%
060505104,BAC,BANK AMERICA CORP,42616,42616,2.34M,2.34M,NEW,0.3%
85254J102,STAG,STAG INDL INC,63101,63101,2.32M,2.32M,NEW,0.3%
56585A102,MPC,MARATHON PETE CORP,17258,14090,2.81M,2.29M,+444.8%,0.36%
313745101,FRT,FEDERAL RLTY INVT TR NEW,21424,21424,2.16M,2.16M,NEW,0.28%
278865100,ECL,ECOLAB INC,14293,7732,3.75M,2.03M,+117.8%,0.49%
297178105,ESS,ESSEX PPTY TR INC,7368,7368,1.93M,1.93M,NEW,0.25%
911363109,URI,UNITED RENTALS INC,3469,2369,2.81M,1.92M,+215.4%,0.36%
889478103,TOL,TOLL BROTHERS INC,14100,14100,1.91M,1.91M,NEW,0.25%
74743L100,Q,QNITY ELECTRONICS INC,22266,22266,1.82M,1.82M,NEW,0.24%
053484101,AVB,AVALONBAY CMNTYS INC,13526,9993,2.45M,1.81M,+282.8%,0.32%
59522J103,MAA,MID-AMER APT CMNTYS INC,14775,12902,2.05M,1.79M,+688.8%,0.27%
G87052109,TEL,TE CONNECTIVITY PLC,7763,7763,1.77M,1.77M,NEW,0.23%
12504L109,CBRE,CBRE GROUP INC,19276,10818,3.1M,1.74M,+127.9%,0.4%
26614N102,DD,DUPONT DE NEMOURS INC,73741,40546,2.96M,1.63M,+122.1%,0.38%
83443Q103,SOLS,SOLSTICE ADVANCED MATLS INC,32587,32587,1.58M,1.58M,NEW,0.2%
147448104,CWST,CASELLA WASTE SYS INC,15831,15831,1.55M,1.55M,NEW,0.2%
631103108,NDAQ,NASDAQ INC,15576,15576,1.51M,1.51M,NEW,0.2%
693506107,PPG,PPG INDS INC,33644,14599,3.45M,1.5M,+76.7%,0.45%
550021109,LULU,LULULEMON ATHLETICA INC,7162,7162,1.49M,1.49M,NEW,0.19%
91733P107,USAR,USA RARE EARTH INC,123734,123734,1.47M,1.47M,NEW,0.19%
29786A106,ETSY,ETSY INC,37906,26415,2.1M,1.46M,+229.9%,0.27%
52476L109,LGN,LEGENCE CORP,33601,33601,1.45M,1.45M,NEW,0.19%
032095101,APH,AMPHENOL CORP NEW,12091,10503,1.63M,1.42M,+661.4%,0.21%
81211K100,SEE,SEALED AIR CORP NEW,33239,33239,1.38M,1.38M,NEW,0.18%
363576109,AJG,GALLAGHER ARTHUR J & CO,5307,5307,1.37M,1.37M,NEW,0.18%
500754106,KHC,KRAFT HEINZ CO,70972,56595,1.72M,1.37M,+393.6%,0.22%
34354P105,FLS,FLOWSERVE CORP,24967,19666,1.73M,1.36M,+371%,0.22%
26740W109,QBTS,D-WAVE QUANTUM INC,52107,52107,1.36M,1.36M,NEW,0.18%
89377M109,TMDX,TRANSMEDICS GROUP INC,11197,11197,1.36M,1.36M,NEW,0.18%
34964C106,FBIN,FORTUNE BRANDS INNOVATIONS I,27100,27100,1.36M,1.36M,NEW,0.18%
G6700G107,NVT,NVENT ELECTRIC PLC,12443,12443,1.27M,1.27M,NEW,0.16%
74762E102,PWR,QUANTA SVCS INC,6970,2970,2.94M,1.25M,+74.2%,0.38%
Y2573F102,FLEX,FLEX LTD,20457,20457,1.24M,1.24M,NEW,0.16%
81730H109,S,SENTINELONE INC,81999,81999,1.23M,1.23M,NEW,0.16%
070830104,BBWI,BATH & BODY WORKS INC,78365,60885,1.57M,1.22M,+348.3%,0.2%
46125A100,LUNR,INTUITIVE MACHINES INC,75309,75309,1.22M,1.22M,NEW,0.16%
98956A105,ZETA,ZETA GLOBAL HOLDINGS CORP,59862,59862,1.22M,1.22M,NEW,0.16%
243537107,DECK,DECKERS OUTDOOR CORP,11657,11657,1.21M,1.21M,NEW,0.16%
903731107,ULS,UL SOLUTIONS INC,15312,15312,1.21M,1.21M,NEW,0.16%
G50871105,JAZZ,JAZZ PHARMACEUTICALS PLC,7096,7096,1.21M,1.21M,NEW,0.16%
G25508105,CRH,CRH PLC,9598,9598,1.2M,1.2M,NEW,0.15%
674599105,OXY,OCCIDENTAL PETE CORP,28824,28824,1.19M,1.19M,NEW,0.15%
832696405,SJM,SMUCKER J M CO,12104,12104,1.18M,1.18M,NEW,0.15%
009066101,ABNB,AIRBNB INC,13512,8719,1.83M,1.18M,+181.9%,0.24%
74834L100,DGX,QUEST DIAGNOSTICS INC,6817,6817,1.18M,1.18M,NEW,0.15%
G8068L108,SN,SHARKNINJA INC,10358,10358,1.16M,1.16M,NEW,0.15%
459506101,IFF,INTERNATIONAL FLAVORS&FRAGRA,30000,17170,2.02M,1.16M,+133.8%,0.26%
88023U101,SGI,SOMNIGROUP INTERNATIONAL INC,12954,12954,1.16M,1.16M,NEW,0.15%
099406100,BOOT,BOOT BARN HLDGS INC,6546,6546,1.16M,1.16M,NEW,0.15%
G3265R107,APTV,APTIV PLC,17695,15101,1.35M,1.15M,+582.2%,0.17%
25401T603,DBRG,DIGITALBRIDGE GROUP INC,74623,74623,1.14M,1.14M,NEW,0.15%
22052L104,CTVA,CORTEVA INC,29579,17044,1.98M,1.14M,+136%,0.26%
767292105,RIOT,RIOT PLATFORMS INC,89806,89806,1.14M,1.14M,NEW,0.15%
00766T100,ACM,AECOM,11924,11924,1.14M,1.14M,NEW,0.15%
579780206,MKC,MCCORMICK & CO INC,16682,16682,1.14M,1.14M,NEW,0.15%
37637K108,GTLB,GITLAB INC,35081,30270,1.32M,1.14M,+629.2%,0.17%
513272104,LW,LAMB WESTON HLDGS INC,27092,27092,1.13M,1.13M,NEW,0.15%
80004C200,SNDK,SANDISK CORP,4700,4700,1.12M,1.12M,NEW,0.14%
646025106,NJR,NEW JERSEY RES CORP,35000,24175,1.61M,1.11M,+223.3%,0.21%
G7997R103,STX,SEAGATE TECHNOLOGY HLDNGS PL,5784,4043,1.59M,1.11M,+232.2%,0.21%
46982L108,J,JACOBS SOLUTIONS INC,8362,8362,1.11M,1.11M,NEW,0.14%
26622P107,DOCS,DOXIMITY INC,25011,25011,1.11M,1.11M,NEW,0.14%
504922105,LH,LABCORP HOLDINGS INC,4383,4383,1.1M,1.1M,NEW,0.14%
92840M102,VST,VISTRA CORP,9056,6739,1.46M,1.09M,+290.9%,0.19%
14316J108,CG,CARLYLE GROUP INC,18354,18354,1.08M,1.08M,NEW,0.14%
565394103,CART,MAPLEBEAR INC,23643,23643,1.06M,1.06M,NEW,0.14%
666807102,NOC,NORTHROP GRUMMAN CORP,1862,1862,1.06M,1.06M,NEW,0.14%
55087P104,LYFT,LYFT INC,69775,54792,1.35M,1.06M,+365.7%,0.17%
88688T209,TLRY,TILRAY BRANDS INC,117169,117169,1.06M,1.06M,NEW,0.14%
650111107,NYT,NEW YORK TIMES CO,15234,15234,1.06M,1.06M,NEW,0.14%
143658300,CCL,CARNIVAL CORP,34565,34565,1.06M,1.06M,NEW,0.14%
03076C106,AMP,AMERIPRISE FINL INC,5290,2142,2.59M,1.05M,+68%,0.34%
93403J106,WRBY,WARBY PARKER INC,48196,48196,1.05M,1.05M,NEW,0.14%
05605H100,BWXT,BWX TECHNOLOGIES INC,7971,6054,1.38M,1.05M,+315.8%,0.18%
189054109,CLX,CLOROX CO DEL,10353,10353,1.04M,1.04M,NEW,0.13%
759351604,RGA,REINSURANCE GRP OF AMERICA I,5126,5126,1.04M,1.04M,NEW,0.13%
29261A100,EHC,ENCOMPASS HEALTH CORP,9719,9719,1.03M,1.03M,NEW,0.13%
46187W107,INVH,INVITATION HOMES INC,36907,36907,1.03M,1.03M,NEW,0.13%
19247G107,COHR,COHERENT CORP,5504,5504,1.02M,1.02M,NEW,0.13%
594972408,MSTR,STRATEGY INC,6645,6645,1.01M,1.01M,NEW,0.13%
573284106,MLM,MARTIN MARIETTA MATLS INC,1600,1600,996.26K,996.26K,NEW,0.13%
860630102,SF,STIFEL FINL CORP,7947,7947,995.12K,995.12K,NEW,0.13%
744573106,PEG,PUBLIC SVC ENTERPRISE GRP IN,12293,12293,987.13K,987.13K,NEW,0.13%
002896207,ANF,ABERCROMBIE & FITCH CO,7828,7828,985.31K,985.31K,NEW,0.13%
882681109,TXRH,TEXAS ROADHOUSE INC,5924,5924,983.38K,983.38K,NEW,0.13%
256677105,DG,DOLLAR GEN CORP NEW,7388,7388,980.9K,980.9K,NEW,0.13%
780287108,RGLD,ROYAL GOLD INC,6681,4406,1.49M,979.41K,+193.7%,0.19%
39854F101,GRND,GRINDR INC,72146,72146,976.86K,976.86K,NEW,0.13%
910047109,UAL,UNITED AIRLS HLDGS INC,8730,8730,976.19K,976.19K,NEW,0.13%
64125C109,NBIX,NEUROCRINE BIOSCIENCES INC,6868,6868,974.09K,974.09K,NEW,0.13%
45784P101,PODD,INSULET CORP,3413,3413,970.11K,970.11K,NEW,0.13%
624756102,MLI,MUELLER INDS INC,8390,8390,963.17K,963.17K,NEW,0.12%
75281A109,RRC,RANGE RES CORP,55707,27161,1.96M,957.7K,+95.1%,0.25%
922475108,VEEV,VEEVA SYS INC,4278,4278,954.98K,954.98K,NEW,0.12%
16679L109,CHWY,CHEWY INC,35243,28719,1.16M,949.16K,+440.2%,0.15%
369550108,GD,GENERAL DYNAMICS CORP,4716,2818,1.59M,948.71K,+148.5%,0.21%
L00849106,AGRO,ADECOAGRO S A,118400,118400,938.91K,938.91K,NEW,0.12%
02553E106,AEO,AMERICAN EAGLE OUTFITTERS IN,86338,35584,2.28M,938.35K,+70.1%,0.29%
380237107,GDDY,GODADDY INC,9763,7559,1.21M,937.92K,+343%,0.16%
