CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
001700129,AMG,AMG PANTHEON FUND CLASS 3,499707,499707,14.26M,14.26M,NEW,7.2%
21256C407,XSPIX,STEPSTONE PRIVATE VENTURE AND GROWTH FUND CLASS I,93795,93795,4.9M,4.9M,NEW,2.5%
64110L106,NFLX,NETFLIX INCORPORATED.,30438,27402,2.85M,2.57M,+902.6%,1.4%
67066G104,NVDA,NVIDIA CORPORATION,94181,3826,17.56M,713.55K,+4.2%,8.8%
30303M102,META,META PLATFORMS INCORPORATED CLASS A,2632,992,1.74M,654.92K,+60.5%,0.87%
21255V406,STEP,STEPSTONE PRIVATE MARKETS CLASS I,10580,10580,644.45K,644.45K,NEW,0.32%
75513E101,RTX,RTX CORPORATION,2864,2864,525.26K,525.26K,NEW,0.26%
67097R202,ZNGRIX,NUVEEN GLOBAL CITIES REIT INC CLASS I,38174,38174,432.51K,432.51K,NEW,0.22%
84472E102,SSB,SOUTHSTATE BK CORP,4489,4489,422.46K,422.46K,NEW,0.21%
084670702,BRK.B,BERKSHIRE HATHAWAY INCORPORATED DEL CLASS B NEW,1508,680,758K,341.8K,+82.1%,0.38%
81762P102,NOW,SERVICENOW INCORPORATED,2200,1740,337.02K,266.55K,+378.3%,0.17%
46436E718,SGOV,ISHARES 0-3 MONTH TREASURY BOND ETF,2629,2629,263.9K,263.9K,NEW,0.13%
78470P622,PRIV,SPDR SSGA IG PUBLIC AND PRVT CRT ETF,8634,8634,219.43K,219.43K,NEW,0.11%
82846H405,QXO,QXO INC,9036,9036,174.3K,174.3K,NEW,0.09%
922908744,VTV,VANGUARD VALUE ETF,29865,453,5.7M,86.52K,+1.5%,2.9%
46655E100,DC,DAKOTA GOLD CORPORATION,14241,14241,80.89K,80.89K,NEW,0.04%
09789C671,PCMM,BONDBLOXX PRIVATE CREDITCLO ETF,1396,1396,69.97K,69.97K,NEW,0.04%
88160R101,TSLA,TESLA INCORPORATED,699,120,314.36K,53.97K,+20.7%,0.16%
46090E103,QQQ,INVSC QQQ TRUST SRS 1 ETF,82,82,50.37K,50.37K,NEW,0.03%
05589G102,BWIN,THE BALDWIN INSURANC A CLASS A,1931,1931,46.4K,46.4K,NEW,0.02%
808524102,SCHB,SCHWAB US BROAD MARKET ETF,2759,1379,72.36K,36.17K,+99.9%,0.04%
G1151C101,ACN,ACCENTURE PLC IRELAND SHS CLASS A,688,104,184.59K,27.9K,+17.8%,0.09%
780287108,RGLD,ROYAL GOLD INC,683,120,151.74K,26.66K,+21.3%,0.08%
808524805,SCHF,SCHWAB INTERNATIONAL EQUITY ETF,19586,1102,470.85K,26.49K,+6%,0.24%
02079K305,GOOGL,ALPHABET INCORPORATED CAP STK CLASS A,7795,81,2.44M,25.35K,+1.1%,1.2%
45866F104,ICE,INTERCONTINENTAL EXCHANGE INCORPORATED,149,141,24.13K,22.84K,+1762.5%,0.01%
92189F106,GDX,VANECK GOLD MINERS ETF,1755,226,150.53K,19.38K,+14.8%,0.08%
89417E109,TRV,TRAVELERS COS INC,65,65,18.85K,18.85K,NEW,<.01%
697435105,PANW,PALO ALTO NETWORKS INCORPORATED,720,100,132.62K,18.42K,+16.1%,0.07%
00287Y109,ABBV,ABBVIE INCORPORATED,1520,80,347.31K,18.28K,+5.6%,0.17%
464288760,ITA,ISHARES US AEROSPACE DEFENSE ETF,85,85,18.25K,18.25K,NEW,<.01%
808524797,SCHD,SCHWAB US DIVIDEND EQUITY ETF,746,605,20.46K,16.6K,+429.1%,0.01%
03769M106,APO,APOLLO GLOBAL MGMT INCORPORATED,1848,114,267.52K,16.5K,+6.6%,0.13%
46438F101,IBIT,ISHARES BITCOIN TRUST ETF SHS BEN INT,2303,280,114.34K,13.9K,+13.8%,0.06%
46625H100,JPM,JPMORGAN CHASE & COMPANY.,1786,41,575.49K,13.21K,+2.3%,0.29%
90364P105,PATH,UIPATH INC CLASS CLASS A,719,719,11.78K,11.78K,NEW,<.01%
904767803,UL,UNILEVER PLC SPON ADR NEW,177,177,11.58K,11.58K,NEW,<.01%
46428Q109,SLV,ISHARES SILVER TRUST ETF,784,174,50.51K,11.21K,+28.5%,0.03%
097023105,BA,BOEING COMPANY,125,50,27.14K,10.86K,+66.7%,0.01%
40171V100,GWRE,GUIDEWIRE SOFTWARE INCORPORATED,50,50,10.05K,10.05K,NEW,<.01%
375558103,GILD,GILEAD SCIENCES INCORPORATED,216,81,26.51K,9.94K,+60%,0.01%
M4R82T106,FVRR,FIVERR INTL LTD F,481,481,9.51K,9.51K,NEW,<.01%
29357K103,ENVA,ENOVA INTL INC,60,60,9.43K,9.43K,NEW,<.01%
573874104,MRVL,MARVELL TECHNOLOGY INC,109,109,9.26K,9.26K,NEW,<.01%
315948109,FBTC,FIDELITY WISE ORIGIN BITCOIN FUND,758,121,57.78K,9.22K,+19%,0.03%
81369Y506,XLE,STATE STRET ENRGY SLECT SEC SPDR ETF,398,199,17.8K,8.9K,+100%,<.01%
464287804,IJR,ISHARES TR CORE S&P SCP ETF,982,73,118.02K,8.77K,+8%,0.06%
984017103,XHR,XENIA HOTELS & RESORTS INCORPORATED REIT,613,613,8.67K,8.67K,NEW,<.01%
59156R108,MET,METLIFE INCORPORATED,174,108,13.71K,8.51K,+163.6%,<.01%
922907746,VTEB,VANGUARD TAX-EXEMPT BOND ETF,156,156,7.84K,7.84K,NEW,<.01%
770700102,HOOD,ROBINHOOD MKTS INC CLASS A,66,66,7.46K,7.46K,NEW,<.01%
46434V803,HEFA,ISHARES TR HDG MSCI EAFE,39389,175,1.63M,7.24K,+0.4%,0.82%
F92124100,TTE,TOTALENERGIES SE ACT,104,104,6.8K,6.8K,NEW,<.01%
459506101,IFF,INTERNATIONAL FLAVORS&FRAGRANC,90,90,6.07K,6.07K,NEW,<.01%
14040H105,COF,CAPITAL ONE FINL CORPORATION,642,25,155.59K,6.06K,+4.1%,0.08%
009158106,APD,AIR PRODUCTS & CHEMICALS INCORPORATED,238,22,58.79K,5.43K,+10.2%,0.03%
464287507,IJH,ISHARES TR CORE S&P MCP ETF,3427,80,226.18K,5.28K,+2.4%,0.11%
03073E105,COR,CENCORA INCORPORATED,15,15,5.07K,5.07K,NEW,<.01%
83571B100,SFGYY,SONY FINL GROUP INCORPORATED UNSPONSERED ADS,900,900,4.71K,4.71K,NEW,<.01%
42727R203,IPST,HERITAGE DISTILLING HLDG,2625,2625,4.09K,4.09K,NEW,<.01%
942622200,WSO,WATSCO INCORPORATED,16,12,5.39K,4.04K,+300%,<.01%
54211Y107,LSEGY,LONDON STK EXCHANGE GROUP SPONSORED ADS,126,126,3.79K,3.79K,NEW,<.01%
595112103,MU,MICRON TECHNOLOGY INCORPORATED,81,13,23.12K,3.71K,+19.1%,0.01%
88162F105,TTI,TETRA TECHNOLOGIES INCORPORATED DEL,392,392,3.67K,3.67K,NEW,<.01%
42824C208,HPEC,HEWLETT PACKARD ENTERPRISE COMPANY. 7.625 MAND CONV,54,54,3.6K,3.6K,NEW,<.01%
749685103,RPM,RPM INTERNATIONAL INCORPORATED,33,33,3.43K,3.43K,NEW,<.01%
78467K107,SSEZY,SSE PLC SPONSORED ADR,103,103,3.02K,3.02K,NEW,<.01%
G27907107,DOLE,DOLE PLC ORD SHS,201,201,3.01K,3.01K,NEW,<.01%
539830109,LMT,LOCKHEED MARTIN CORPORATION,14,6,6.77K,2.9K,+75%,<.01%
882508104,TXN,TEXAS INSTRS INCORPORATED,433,16,75.12K,2.78K,+3.8%,0.04%
00206R102,T,AT&T INCORPORATED,2455,111,61K,2.76K,+4.7%,0.03%
92189F791,GDXJ,VANECK JUNIOR GOLD MINERS ETF,1109,24,126.15K,2.73K,+2.2%,0.06%
83175M205,SNN,SMITH & NEPHEW PLC SPDN ADR NEW,82,82,2.69K,2.69K,NEW,<.01%
756255204,RBGLY,RECKITT BENCK GRP SPONSORED ADR,157,157,2.54K,2.54K,NEW,<.01%
461130106,IKTSY,INTERTEK GROUP PLC ADR,40,40,2.49K,2.49K,NEW,<.01%
227047305,COIHY,CRODA INTERNATIONAL PLC UNSPONSORD ADR,129,129,2.34K,2.34K,NEW,<.01%
023135106,AMZN,AMAZON.COM INC,84413,10,19.48M,2.31K,+0%,9.8%
464287465,EFA,ISHARES TR MSCI EAFE ETF,9093,24,873.23K,2.3K,+0.3%,0.44%
46434G509,HEEM,ISHARES INCORPORATED CUR HD MSCI EM,17443,65,606.31K,2.26K,+0.4%,0.31%
038336103,ATR,APTARGROUP INCORPORATED,18,18,2.19K,2.19K,NEW,<.01%
679580100,ODFL,OLD DOMINION FREIGHT LINE INCORPORATED,14,14,2.19K,2.19K,NEW,<.01%
55336V100,MPLX,MPLX LP COM UNIT REP LTD,80,40,4.27K,2.13K,+100%,<.01%
29273V100,ET,ENERGY TRANSFER L P LP,2486,126,40.99K,2.08K,+5.3%,0.02%
19260Q107,COIN,COINBASE GLOBAL INC CLASS CLASS A,39,9,8.82K,2.04K,+30%,<.01%
91912E105,VALE,VALE S A SPONSORED ADS,150,150,1.96K,1.96K,NEW,<.01%
35671D857,FCX,FREEPORT-MCMORAN INCORPORATED CLASS B,392,38,19.91K,1.93K,+10.7%,0.01%
682680103,OKE,ONEOK INCORPORATED NEW,1035,26,76.07K,1.91K,+2.6%,0.04%
904708104,UNF,UNIFIRST CORPORATION MASS,9,9,1.74K,1.74K,NEW,<.01%
595017104,MCHP,MICROCHIP TECHNOLOGY INCORPORATED.,157,27,10K,1.72K,+20.8%,<.01%
166764100,CVX,CHEVRON CORPORATION NEW,366,11,55.78K,1.68K,+3.1%,0.03%
95040Q104,WELL,WELLTOWER INCORPORATED REIT,181,9,33.6K,1.67K,+5.2%,0.02%
002824100,ABT,ABBOTT LABS,2816,13,352.82K,1.63K,+0.5%,0.18%
934550203,WMG,WARNER MUSIC GROUP CORPORATION COM CLASS A,119,51,3.65K,1.56K,+75%,<.01%
00162Q452,AMLP,ALPS ALERIAN MLP ETF,5187,33,243.88K,1.55K,+0.6%,0.12%
858119100,STLD,STEEL DYNAMICS INCORPORATED,12,9,2.03K,1.52K,+300%,<.01%
504922105,LH,LABCORP HOLDINGS INCORPORATED COM SHS,6,6,1.5K,1.5K,NEW,<.01%
025537101,AEP,AMERICAN ELEC PWR COMPANY INCORPORATED,64,13,7.38K,1.5K,+25.5%,<.01%
550021109,LULU,LULULEMON ATHLETICA INCORPORATED,7,7,1.46K,1.46K,NEW,<.01%
30051E104,EVVTY,EVOLUTION AB ADR,21,21,1.44K,1.44K,NEW,<.01%
989825104,ZURVY,ZURICH INSURANCE GROUP AG SPONSORED ADR,127,37,4.82K,1.41K,+41.1%,<.01%
907818108,UNP,UNION PAC CORPORATION,1777,6,411.06K,1.39K,+0.3%,0.21%
629377508,NRG,NRG ENERGY INCORPORATED COM NEW,8,8,1.27K,1.27K,NEW,<.01%
580589109,MGRC,MCGRATH RENTCORP,46,11,4.83K,1.15K,+31.4%,<.01%
24703L202,DELL,DELL TECHNOLOGIES INCORPORATED CLASS C,1113,9,140.13K,1.13K,+0.8%,0.07%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE COMPANY,718,45,17.25K,1.08K,+6.7%,<.01%
197236102,COLB,COLUMBIA BKG SYSTEMS INCORPORATED,120,38,3.35K,1.06K,+46.3%,<.01%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LIMITED SPONSORED ADS,67,3,20.36K,911.69,+4.7%,0.01%
459200101,IBM,INTERNATIONAL BUSINESS MACHINES,556,3,164.68K,888.54,+0.5%,0.08%
502431109,LHX,L3HARRIS TECHNOLOGIES INCORPORATED,11,3,3.23K,880.64,+37.5%,<.01%
833445109,SNOW,SNOWFLAKE INC CLASS CLASS A,1160,4,254.46K,877.44,+0.3%,0.13%
