CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
872590104,TMUS,T-MOBILE US INC,675500,675500,160.94M,160.94M,NEW,8.5%
35671D857,FCX,FREEPORT-MCMORAN INC,9522673,3593050,412.81M,155.76M,+60.6%,21.8%
023135106,AMZN,AMAZON COM INC,1374500,698000,301.55M,153.13M,+103.2%,15.9%
037833100,AAPL,APPLE INC,428000,428000,87.81M,87.81M,NEW,4.6%
02079K107,GOOG,ALPHABET INC,843528,436000,149.63M,77.34M,+107%,7.9%
060505104,BAC,BANK AMERICA CORP,1100000,890000,52.05M,42.11M,+423.8%,2.7%
47215P106,JD,JD.COM INC,1286000,1286000,41.98M,41.98M,NEW,2.2%
444859102,HUM,HUMANA INC,166950,166950,40.82M,40.82M,NEW,2.2%
91324P102,UNH,UNITEDHEALTH GROUP INC,113943,113943,35.55M,35.55M,NEW,1.9%
844741108,LUV,SOUTHWEST AIRLS CO,1040000,1040000,33.74M,33.74M,NEW,1.8%
67066G104,NVDA,NVIDIA CORPORATION,948000,200000,149.77M,31.6M,+26.7%,7.9%
30303M102,META,META PLATFORMS INC,72000,0,53.14M,0,NO CHANGE,2.8%
254687106,DIS,DISNEY WALT CO,313000,0,38.82M,0,NO CHANGE,2%
573874104,MRVL,MARVELL TECHNOLOGY INC,392446,0,30.38M,0,NO CHANGE,1.6%
G1151C101,ACN,ACCENTURE PLC IRELAND,90750,0,27.12M,0,NO CHANGE,1.4%
68389X105,ORCL,ORACLE CORP,0,-144000,0,-20.13M,CLOSE,0%
24703L202,DELL,DELL TECHNOLOGIES INC,525774,-222492,64.46M,-27.28M,-29.7%,3.4%
007903107,AMD,ADVANCED MICRO DEVICES INC,0,-284945,0,-29.28M,CLOSE,0%
23331A109,DHI,D R HORTON INC,0,-237011,0,-30.13M,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,586000,-350000,72.22M,-43.14M,-37.4%,3.8%
594918104,MSFT,MICROSOFT CORP,288170,-723400,143.34M,-359.83M,-71.5%,7.6%
Total,,,,,1.9B,351M,+28.3%,100%
