CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
67103H107,ORLY,OREILLY AUTOMOTIVE INC,413507,392370,37.27M,35.36M,+1856.3%,0.48%
81762P102,NOW,SERVICENOW INC,55394,31181,56.94M,32.05M,+128.8%,0.74%
03769M106,APO,APOLLO GLOBAL MGMT INC,236848,202195,33.6M,28.69M,+583.5%,0.44%
67066G104,NVDA,NVIDIA CORPORATION,3108283,82745,491.03M,13.07M,+2.7%,6.4%
023135106,AMZN,AMAZON COM INC,1383254,50610,303.47M,11.1M,+3.8%,3.9%
91324P102,UNH,UNITEDHEALTH GROUP INC,208367,33038,65M,10.31M,+18.8%,0.84%
363576109,AJG,GALLAGHER ARTHUR J & CO,118559,29752,37.95M,9.52M,+33.5%,0.49%
893641100,TDG,TRANSDIGM GROUP INC,6257,6257,9.51M,9.51M,NEW,0.12%
040413205,ANET,ARISTA NETWORKS INC,215266,92206,22.02M,9.43M,+74.9%,0.29%
031100100,AME,AMETEK INC,162555,48207,29.42M,8.72M,+42.2%,0.38%
806857108,SLB,SCHLUMBERGER LTD,1574890,234684,53.23M,7.93M,+17.5%,0.69%
037833100,AAPL,APPLE INC,2093918,30567,429.58M,6.27M,+1.5%,5.6%
11135F101,AVGO,BROADCOM INC,714781,22100,197.03M,6.09M,+3.2%,2.6%
532457108,LLY,ELI LILLY & CO,149460,7751,116.5M,6.04M,+5.5%,1.5%
22160K105,COST,COSTCO WHSL CORP NEW,91658,5978,90.73M,5.92M,+7%,1.2%
713448108,PEP,PEPSICO INC,426248,43480,56.28M,5.74M,+11.4%,0.73%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,116792,12541,47.35M,5.08M,+12%,0.61%
14448C104,CARR,CARRIER GLOBAL CORPORATION,68191,68191,4.99M,4.99M,NEW,0.06%
337738108,FISV,FISERV INC,54652,27385,9.42M,4.72M,+100.4%,0.12%
030420103,AWK,AMERICAN WTR WKS CO INC NEW,473394,33683,65.85M,4.69M,+7.7%,0.85%
629377508,NRG,NRG ENERGY INC,28685,28685,4.61M,4.61M,NEW,0.06%
79466L302,CRM,SALESFORCE INC,140530,16166,38.32M,4.41M,+13%,0.5%
594918104,MSFT,MICROSOFT CORP,1002512,8704,498.63M,4.33M,+0.9%,6.5%
30303M102,META,META PLATFORMS INC,250837,5698,185.14M,4.21M,+2.3%,2.4%
406216101,HAL,HALLIBURTON CO,737079,200152,15.02M,4.08M,+37.3%,0.19%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,116685,8354,56.67M,4.06M,+7.7%,0.74%
770700102,HOOD,ROBINHOOD MKTS INC,71308,41402,6.68M,3.88M,+138.4%,0.09%
G1151C101,ACN,ACCENTURE PLC IRELAND,179185,12696,53.55M,3.79M,+7.6%,0.69%
482480100,KLAC,KLA CORP,9203,4179,8.24M,3.74M,+83.2%,0.11%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,209085,26249,28.5M,3.58M,+14.4%,0.37%
H2927K103,AMRZ,AMRIZE LTD,70916,70916,3.53M,3.53M,NEW,0.05%
48251W104,KKR,KKR & CO INC,37675,25425,5.01M,3.38M,+207.6%,0.07%
74762E102,PWR,QUANTA SVCS INC,13092,8929,4.95M,3.38M,+214.5%,0.06%
88160R101,TSLA,TESLA INC,283897,10503,90.18M,3.34M,+3.8%,1.2%
032095101,APH,AMPHENOL CORP NEW,96523,31148,9.53M,3.08M,+47.6%,0.12%
94106B101,WCN,WASTE CONNECTIONS INC,38544,16395,7.2M,3.06M,+74%,0.09%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,21757,5958,11.08M,3.03M,+37.7%,0.14%
36828A101,GEV,GE VERNOVA INC,28962,5522,15.32M,2.92M,+23.6%,0.2%
654106103,NKE,NIKE INC,585435,40564,41.59M,2.88M,+7.4%,0.54%
594972408,MSTR,MICROSTRATEGY INC,22908,6892,9.26M,2.79M,+43%,0.12%
29364G103,ETR,ENTERGY CORP NEW,50462,32699,4.19M,2.72M,+184.1%,0.05%
03027X100,AMT,AMERICAN TOWER CORP NEW,195954,12243,43.31M,2.71M,+6.7%,0.56%
760759100,RSG,REPUBLIC SVCS INC,28413,10775,7.01M,2.66M,+61.1%,0.09%
311900104,FAST,FASTENAL CO,119532,61847,5.02M,2.6M,+107.2%,0.07%
075887109,BDX,BECTON DICKINSON & CO,81070,14873,13.96M,2.56M,+22.5%,0.18%
14040H105,COF,CAPITAL ONE FINL CORP,74937,11547,15.94M,2.46M,+18.2%,0.21%
874054109,TTWO,TAKE-TWO INTERACTIVE SOFTWAR,20461,10106,4.97M,2.45M,+97.6%,0.06%
191216100,KO,COCA COLA CO,457468,33808,32.36M,2.39M,+8%,0.42%
12572Q105,CME,CME GROUP INC,28560,8623,7.87M,2.38M,+43.3%,0.1%
