CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
81369Y803,XLK,SELECT SECTOR SPDR TR,29270,12307,7.41M,3.12M,+72.6%,7.1%
464287507,IJH,ISHARES TR,88920,44265,5.51M,2.75M,+99.1%,5.3%
464287200,IVV,ISHARES TR,8180,4025,5.08M,2.5M,+96.9%,4.8%
81369Y704,XLI,SELECT SECTOR SPDR TR,17879,14101,2.64M,2.08M,+373.2%,2.5%
464287150,ITOT,ISHARES TR,21895,12665,2.96M,1.71M,+137.2%,2.8%
882508104,TXN,TEXAS INSTRS INC,8960,4350,1.86M,903.15K,+94.4%,1.8%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,5662,2691,1.67M,793.25K,+90.6%,1.6%
G51502105,JCI,JOHNSON CTLS INTL PLC,21700,6755,2.29M,713.46K,+45.2%,2.2%
038222105,AMAT,APPLIED MATLS INC,24856,3175,4.55M,581.25K,+14.6%,4.3%
031162100,AMGN,AMGEN INC,6123,1565,1.71M,436.96K,+34.3%,1.6%
81369Y407,XLY,SELECT SECTOR SPDR TR,8674,1876,1.89M,407.71K,+27.6%,1.8%
037833100,AAPL,APPLE INC,14168,12224,455.95K,393.39K,+628.8%,0.44%
81369Y308,XLP,SELECT SECTOR SPDR TR,15615,4843,1.26M,392.14K,+45%,1.2%
81369Y209,XLV,SELECT SECTOR SPDR TR,10678,2836,1.44M,382.26K,+36.2%,1.4%
00287Y109,ABBV,ABBVIE INC,6447,1875,1.2M,348.05K,+41%,1.1%
742718109,PG,PROCTER AND GAMBLE CO,6864,1954,1.09M,311.31K,+39.8%,1%
59156R108,MET,METLIFE INC,15138,3731,1.22M,300.05K,+32.7%,1.2%
478160104,JNJ,JOHNSON & JOHNSON,6835,1900,1.04M,290.22K,+38.5%,1%
744320102,PRU,PRUDENTIAL FINL INC,8740,2600,939.03K,279.34K,+42.3%,0.9%
876030107,TPR,TAPESTRY INC,8580,3150,753.41K,276.6K,+58%,0.72%
548661107,LOW,LOWES COS INC,4475,1200,992.87K,266.24K,+36.6%,0.95%
81369Y506,XLE,SELECT SECTOR SPDR TR,9996,2881,847.76K,244.34K,+40.5%,0.81%
