CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
69608A108,PLTR,PALANTIR TECHNOLOGIES INC,155268,60994,21.17M,8.31M,+64.7%,8.3%
88160R101,TSLA,TESLA INC,81199,18475,25.79M,5.87M,+29.5%,10.1%
21873S108,CRWV,COREWEAVE INC,24297,24297,3.96M,3.96M,NEW,1.6%
83406F102,SOFI,SOFI TECHNOLOGIES INC,365247,216786,6.65M,3.95M,+146%,2.6%
64110L106,NFLX,NETFLIX INC,3798,2172,5.09M,2.91M,+133.6%,2%
91324P102,UNH,UNITEDHEALTH GROUP INC,8819,8186,2.75M,2.55M,+1293.2%,1.1%
46222L108,IONQ,IONQ INC,116830,53640,5.02M,2.3M,+84.9%,2%
02079K107,GOOG,ALPHABET INC,19709,12052,3.5M,2.14M,+157.4%,1.4%
25278X109,FANG,DIAMONDBACK ENERGY INC,11148,11069,1.53M,1.52M,+14011.4%,0.6%
19260Q107,COIN,COINBASE GLOBAL INC,64285,4308,22.53M,1.51M,+7.2%,8.8%
573874104,MRVL,MARVELL TECHNOLOGY INC,24137,18416,1.87M,1.43M,+321.9%,0.73%
38141G104,GS,GOLDMAN SACHS GROUP INC,5678,1804,4.02M,1.28M,+46.6%,1.6%
02156V109,OKLO,OKLO INC,26121,19808,1.46M,1.11M,+313.8%,0.57%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,4485,1939,2.28M,987.55K,+76.2%,0.9%
36828A101,GEV,GE VERNOVA INC,2489,1763,1.32M,932.89K,+242.8%,0.52%
433000106,HIMS,HIMS & HERS HEALTH INC,36689,18640,1.83M,929.2K,+103.3%,0.72%
75734B100,RDDT,REDDIT INC,9711,6099,1.46M,918.33K,+168.9%,0.57%
037833100,AAPL,APPLE INC,15620,4247,3.2M,871.36K,+37.3%,1.3%
71654V408,PBR,PETROLEO BRASILEIRO SA PETRO,136570,66827,1.71M,836.01K,+95.8%,0.67%
781154109,RBRK,RUBRIK INC.,10163,8735,910.5K,782.57K,+611.7%,0.36%
