CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
82509L107,SHOP,Shopify Inc,17388,17388,2.01M,2.01M,NEW,0.79%
67103H107,ORLY,O'Reilly Automotive Inc,13551,12669,1.22M,1.14M,+1436.4%,0.48%
67066G104,NVDA,NVIDIA Corp,145227,4370,22.94M,690.42K,+3.1%,9.1%
594918104,MSFT,Microsoft Corp,44909,1246,22.34M,619.77K,+2.9%,8.8%
037833100,AAPL,Apple Inc,91521,2560,18.78M,525.24K,+2.9%,7.4%
023135106,AMZN,Amazon.com Inc,63093,1804,13.84M,395.78K,+2.9%,5.5%
11135F101,AVGO,Broadcom Inc,43348,1426,11.95M,393.08K,+3.4%,4.7%
311900104,FAST,Fastenal Co,17721,9072,744.28K,381.02K,+104.9%,0.29%
30303M102,META,Meta Platforms Inc,12525,388,9.24M,286.38K,+3.2%,3.6%
88160R101,TSLA,Tesla Inc,22021,670,7M,212.83K,+3.1%,2.8%
64110L106,NFLX,Netflix Inc,6416,154,8.59M,206.23K,+2.5%,3.4%
02079K305,GOOGL,Alphabet Inc,35073,1010,6.18M,177.99K,+3%,2.4%
02079K107,GOOG,Alphabet Inc,33395,940,5.92M,166.75K,+2.9%,2.3%
22160K105,COST,Costco Wholesale Corp,6770,162,6.7M,160.37K,+2.5%,2.6%
69608A108,PLTR,Palantir Technologies Inc,33249,900,4.53M,122.69K,+2.8%,1.8%
17275R102,CSCO,Cisco Systems Inc,62494,1550,4.34M,107.54K,+2.5%,1.7%
872590104,TMUS,T-Mobile US Inc,18191,436,4.33M,103.88K,+2.5%,1.7%
00724F101,ADBE,Adobe Inc,4382,238,1.7M,92.08K,+5.7%,0.67%
461202103,INTU,Intuit Inc,4346,110,3.42M,86.64K,+2.6%,1.4%
G54950103,LIN,Linde PLC,7433,184,3.49M,86.33K,+2.5%,1.4%
007903107,AMD,Advanced Micro Devices Inc,24807,598,3.52M,84.86K,+2.5%,1.4%
09857L108,BKNG,Booking Holdings Inc,525,14,3.04M,81.05K,+2.7%,1.2%
46120E602,ISRG,Intuitive Surgical Inc,5426,132,2.95M,71.73K,+2.5%,1.2%
882508104,TXN,Texas Instruments Inc,14367,340,2.98M,70.59K,+2.4%,1.2%
713448108,PEP,PepsiCo Inc,21385,520,2.82M,68.66K,+2.5%,1.1%
747525103,QCOM,QUALCOMM Inc,17206,430,2.74M,68.48K,+2.6%,1.1%
038222105,AMAT,Applied Materials Inc,12896,326,2.36M,59.68K,+2.6%,0.93%
438516106,HON,Honeywell International Inc,10069,250,2.34M,58.22K,+2.5%,0.93%
