CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
594918104,MSFT,Microsoft Corp.,5836517,564025,2.9B,280.55M,+10.7%,7.2%
037833100,AAPL,Apple Inc.,11403108,1340466,2.34B,275.02M,+13.3%,5.8%
67066G104,NVDA,Nvidia Corp. (US),18674114,1666120,2.95B,263.23M,+9.8%,7.3%
30303M102,META,Meta Platforms Inc,1794701,289733,1.32B,213.85M,+19.3%,3.3%
11135F101,AVGO,Broadcom Inc,3554507,667827,979.8M,184.09M,+23.1%,2.4%
023135106,AMZN,Amazon.com Inc,8399874,679923,1.84B,149.17M,+8.8%,4.6%
191216100,KO,Coca-Cola Co/The,3643138,1766399,257.75M,124.97M,+94.1%,0.64%
806857108,SLB,SLB Ltd,6084291,3580687,205.65M,121.03M,+143%,0.51%
88160R101,TSLA,Tesla Inc (US),2126964,357436,675.65M,113.54M,+20.2%,1.7%
969457100,WMB,Williams Cos Inc/The,2926432,1764069,183.81M,110.8M,+151.8%,0.46%
46625H100,JPM,JPMorgan Chase & Co.,2477622,326590,718.29M,94.68M,+15.2%,1.8%
02079K305,GOOGL,Alphabet Inc A,5391077,518905,950.07M,91.45M,+10.7%,2.4%
92826C839,V,Visa Inc Class A,1886031,214139,669.64M,76.03M,+12.8%,1.7%
254687106,DIS,Walt Disney Co/The,1475041,560683,182.92M,69.53M,+61.3%,0.45%
58733R102,MELI,MercadoLibre Inc,44015,24138,115.04M,63.09M,+121.4%,0.29%
369604301,GE,General Electric Co,711648,230126,183.17M,59.23M,+47.8%,0.46%
75513E101,RTX,RTX Corporation (US),1087986,404432,158.87M,59.06M,+59.2%,0.39%
874039100,TSM,Taiwan Semiconductor Manufacturing Co Ltd,294089,253384,66.61M,57.39M,+622.5%,0.17%
893641100,TDG,"TransDigm Group, Inc.",54999,34813,83.63M,52.94M,+172.5%,0.21%
69608A108,PLTR,Palantir Technologies Inc,1534137,362501,209.13M,49.42M,+30.9%,0.52%
532457108,LLY,Eli Lilly & Co.,708570,61409,552.35M,47.87M,+9.5%,1.4%
02079K107,GOOG,Alphabet Inc C,2862893,268271,507.85M,47.59M,+10.3%,1.3%
90353T100,UBER,Uber Technologies Inc,1633836,497588,152.44M,46.42M,+43.8%,0.38%
443201108,HWM,Howmet Aerospace Inc,538824,227597,100.29M,42.36M,+73.1%,0.25%
92343V104,VZ,Verizon Communications Inc. (US),4110251,960151,177.85M,41.55M,+30.5%,0.44%
580135101,MCD,McDonalds Corp.,448388,140220,131.01M,40.97M,+45.5%,0.33%
025816109,AXP,American Express Co,651609,127937,207.85M,40.81M,+24.4%,0.52%
22160K105,COST,Costco Wholesale Corp.,341186,40018,337.75M,39.62M,+13.3%,0.84%
931142103,WMT,Walmart Inc,2776370,386220,271.47M,37.76M,+16.2%,0.67%
697435105,PANW,Palo Alto Networks Inc,908218,182974,185.86M,37.44M,+25.2%,0.46%
461202103,INTU,Intuit Inc.,250379,47356,197.21M,37.3M,+23.3%,0.49%
00724F101,ADBE,Adobe Inc. (US),411350,95483,159.14M,36.94M,+30.2%,0.4%
512807306,LRCX,Lam Research Corp,1332026,378765,129.66M,36.87M,+39.7%,0.32%
68389X105,ORCL,Oracle Corp.,1133000,167003,247.71M,36.51M,+17.3%,0.62%
863667101,SYK,Stryker Corp.,316214,91485,125.1M,36.19M,+40.7%,0.31%
29364G103,ETR,Entergy Corp,438632,430000,36.46M,35.74M,+4981.5%,0.09%
573874104,MRVL,Marvell Technology Inc,1657008,447904,128.25M,34.67M,+37%,0.32%
595112103,MU,Micron Technology Inc,748977,272497,92.31M,33.59M,+57.2%,0.23%
14040H105,COF,Capital One Financial Corp,318621,155310,67.79M,33.04M,+95.1%,0.17%
G54950103,LIN,Linde PLC,578155,69215,271.26M,32.47M,+13.6%,0.67%
416515104,HIG,Hartford Insurance Group Inc/The,658174,255303,83.5M,32.39M,+63.4%,0.21%
88262P102,TPL,Texas Pacific Land Corp,40206,30495,42.47M,32.21M,+314%,0.11%
67103H107,ORLY,O'Reilly Automotive Inc,369712,346734,33.32M,31.25M,+1509%,0.08%
58155Q103,MCK,McKesson Corp.,98081,41872,71.87M,30.68M,+74.5%,0.18%
126650100,CVS,CVS Health Corp.,974573,444095,67.23M,30.63M,+83.7%,0.17%
049560105,ATO,Atmos Energy Corp,315292,189805,48.59M,29.25M,+151.3%,0.12%
03831W108,APP,AppLovin Corp,212339,82612,74.34M,28.92M,+63.7%,0.18%
G87110105,FTI,TechnipFMC PLC,904238,815276,31.14M,28.08M,+916.4%,0.08%
09290D101,BLK,Blackrock Inc,89332,25908,93.73M,27.18M,+40.8%,0.23%
375558103,GILD,Gilead Sciences Inc.,1243405,240607,137.86M,26.68M,+24%,0.34%
194162103,CL,Colgate-Palmolive Co.,851809,291284,77.43M,26.48M,+52%,0.19%
743315103,PGR,Progressive Corp/The,695593,97716,185.63M,26.08M,+16.3%,0.46%
808513105,SCHW,Charles Schwab Corp/The,1728548,279756,157.71M,25.52M,+19.3%,0.39%
285512109,EA,Electronic Arts Inc,274194,158182,43.79M,25.26M,+136.3%,0.11%
858119100,STLD,Steel Dynamics Inc.,453042,190814,57.99M,24.43M,+72.8%,0.14%
478160104,JNJ,Johnson & Johnson,2051702,159812,313.4M,24.41M,+8.4%,0.78%
64110D104,NTAP,NetApp Inc.,331743,226097,35.35M,24.09M,+214%,0.09%
548661107,LOW,Lowes Co.,346092,108429,76.79M,24.06M,+45.6%,0.19%
00846U101,A,Agilent Technologies Inc.,520513,200987,61.43M,23.72M,+62.9%,0.15%
12504L109,CBRE,CBRE Group Inc,335806,162590,47.05M,22.78M,+93.9%,0.12%
G0250X107,AMCR,Amcor PLC,3009221,2424937,27.65M,22.29M,+415%,0.07%
98978V103,ZTS,Zoetis Inc A,399321,142530,62.27M,22.23M,+55.5%,0.15%
29084Q100,EME,EMCOR Group Inc.,74079,41425,39.62M,22.16M,+126.9%,0.1%
235851102,DHR,Danaher Corp. (US),402776,111831,79.56M,22.09M,+38.4%,0.2%
020002101,ALL,Allstate Corp/The,504895,109540,101.64M,22.05M,+27.7%,0.25%
761152107,RMD,ResMed Inc.,188812,85306,48.71M,22.01M,+82.4%,0.12%
79466L302,CRM,Salesforce Inc,1014525,79938,276.65M,21.8M,+8.6%,0.69%
74762E102,PWR,Quanta Services Inc.,141565,57352,53.52M,21.68M,+68.1%,0.13%
