CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
11135F101,AVGO,BROADCOM INC,176435,32655,58.21M,10.77M,+22.7%,3.3%
594918104,MSFT,MICROSOFT CORP,72253,18721,37.42M,9.7M,+35%,2.1%
46138E354,SPLV,INVESCO EXCH TRADED FD TR II,129844,129844,9.54M,9.54M,NEW,0.55%
92537N108,VRT,VERTIV HOLDINGS CO,56498,56498,8.52M,8.52M,NEW,0.49%
023135106,AMZN,AMAZON COM INC,624899,37385,137.21M,8.21M,+6.4%,7.9%
46641Q332,JEPI,J P MORGAN EXCHANGE TRADED F,800395,140717,45.7M,8.03M,+21.3%,2.6%
64110L106,NFLX,NETFLIX INC,101874,6308,122.14M,7.56M,+6.6%,7%
30303M102,META,META PLATFORMS INC,13951,9512,10.25M,6.99M,+214.3%,0.59%
315948109,FBTC,FIDELITY WISE ORIGIN BITCOIN,166573,69346,16.63M,6.92M,+71.3%,0.95%
81369Y506,XLE,SELECT SECTOR SPDR TR,66675,63362,5.96M,5.66M,+1912.5%,0.34%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,8081,8081,5.64M,5.64M,NEW,0.32%
512807306,LRCX,LAM RESEARCH CORP,39278,36230,5.26M,4.85M,+1188.6%,0.3%
46120E602,ISRG,INTUITIVE SURGICAL INC,63880,8730,28.57M,3.9M,+15.8%,1.6%
78463V107,GLD,SPDR GOLD TR,11396,9114,4.05M,3.24M,+399.4%,0.23%
22160K105,COST,COSTCO WHSL CORP NEW,7840,3468,7.26M,3.21M,+79.3%,0.42%
00287Y109,ABBV,ABBVIE INC,19653,13555,4.55M,3.14M,+222.3%,0.26%
02079K305,GOOGL,ALPHABET INC,452611,12679,110.03M,3.08M,+2.9%,6.3%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,53117,5205,26.05M,2.55M,+10.9%,1.5%
872590104,TMUS,T-MOBILE US INC,14402,10157,3.45M,2.43M,+239.3%,0.2%
101137107,BSX,BOSTON SCIENTIFIC CORP,24724,24724,2.41M,2.41M,NEW,0.14%
92189F676,SMH,VANECK ETF TRUST,10439,6446,3.41M,2.1M,+161.4%,0.2%
922908363,VOO,VANGUARD INDEX FDS,18001,3262,11.02M,2M,+22.1%,0.63%
02156V109,OKLO,OKLO INC,17600,17600,1.96M,1.96M,NEW,0.11%
697435105,PANW,PALO ALTO NETWORKS INC,9323,9323,1.9M,1.9M,NEW,0.11%
78462F103,SPY,SPDR S&P 500 ETF TR,9093,2639,6.06M,1.76M,+40.9%,0.35%
46654Q203,JEPQ,J P MORGAN EXCHANGE TRADED F,271586,29967,15.62M,1.72M,+12.4%,0.9%
46137V464,XMMO,INVESCO EXCHANGE TRADED FD T,12642,12642,1.71M,1.71M,NEW,0.1%
67066G104,NVDA,NVIDIA CORPORATION,1453589,9153,271.21M,1.71M,+0.6%,15.6%
670100205,NVO,NOVO-NORDISK A S,427434,28135,23.72M,1.56M,+7%,1.4%
