CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
81762P102,NOW,SERVICENOW INC,15761,15761,14.5M,14.5M,NEW,1.2%
72352L106,PINS,PINTEREST INC,321755,270910,10.35M,8.72M,+532.8%,0.88%
517834107,LVS,LAS VEGAS SANDS CORP,161800,161800,8.7M,8.7M,NEW,0.74%
036752103,ELV,ELEVANCE HEALTH INC,24230,24230,7.83M,7.83M,NEW,0.67%
227046109,CROX,CROCS INC,88300,88300,7.38M,7.38M,NEW,0.63%
552953101,MGM,MGM RESORTS INTERNATIONAL,210525,210525,7.3M,7.3M,NEW,0.62%
882508104,TXN,TEXAS INSTRUMENTS INCORPORATED,38500,38500,7.07M,7.07M,NEW,0.6%
85254J102,STAG,STAG INDUSTRIAL INC,195243,195243,6.89M,6.89M,NEW,0.59%
872590104,TMUS,T MOBILE US INC,26100,26100,6.25M,6.25M,NEW,0.53%
75281A109,RRC,RANGE RESOURCES CORP,149117,149117,5.61M,5.61M,NEW,0.48%
62482R107,COOP,MR COOPER GROUP INC,24350,24350,5.13M,5.13M,NEW,0.44%
29273V100,ET,ENERGY TRANSFER LP,399188,267264,6.85M,4.59M,+202.6%,0.58%
512807306,LRCX,LAM RESEARCH CORPORATION,28135,28135,3.77M,3.77M,NEW,0.32%
459200101,IBM,INTERNATIONAL BUSINESS,10563,10563,2.98M,2.98M,NEW,0.25%
91324P102,UNH,UNITEDHEALTH GROUP INC,11729,7928,4.05M,2.74M,+208.6%,0.34%
92826C839,V,VISA INC,16377,7930,5.59M,2.71M,+93.9%,0.48%
437076102,HD,HOME DEPOT INC,74034,6628,30M,2.69M,+9.8%,2.6%
67066G104,NVDA,NVIDIA CORP,22530,14260,4.2M,2.66M,+172.4%,0.36%
G4863A108,BRSL,INTERNATIONAL GAME,141800,141800,2.45M,2.45M,NEW,0.21%
037833100,AAPL,APPLE INC,8503,8503,2.17M,2.17M,NEW,0.18%
01609W102,BABA,ALIBABA GROUP HOLDING LTD,20134,11502,3.6M,2.06M,+133.2%,0.31%
911312106,UPS,UNITED PARCEL SVC INC,19308,19308,1.61M,1.61M,NEW,0.14%
57636Q104,MA,MASTERCARD INCORPORATED,2627,2627,1.49M,1.49M,NEW,0.13%
682189105,ON,ON SEMICONDUCTOR CORP,180721,29914,8.91M,1.48M,+19.8%,0.76%
031162100,AMGN,AMGEN INC,490470,4823,138.41M,1.36M,+1%,11.8%
88160R101,TSLA,TESLA INC,8257,2841,3.67M,1.26M,+52.5%,0.31%
009066101,ABNB,AIRBNB INC,55526,8847,6.74M,1.07M,+19%,0.57%
502431109,LHX,L3HARRIS TECHNOLOGIES INC,3450,3450,1.05M,1.05M,NEW,0.09%
806857108,SLB,SCHLUMBERGER LTD,25056,25056,861.17K,861.17K,NEW,0.07%
464287465,EFA,ISHARES MSCI EAFE ETF,8323,8323,777.12K,777.12K,NEW,0.07%
042068205,ARM,ARM HOLDINGS PLC,16553,4631,2.34M,655.24K,+38.8%,0.2%
46428Q109,SLV,ISHARES SILVER SHARES,26008,10857,1.1M,460.01K,+71.7%,0.09%
003260106,PPLT,ABERDEEN STANDARD PHYSICAL P,2520,2520,360.06K,360.06K,NEW,0.03%
74624M102,PSTG,PURE STORAGE INC,4120,4120,345.3K,345.3K,NEW,0.03%
878742204,TECK,TECK RESOURCES LIMITED,7116,7116,312.32K,312.32K,NEW,0.03%
30231G102,XOM,EXXON MOBIL CORP,1339818,2644,151.06M,298.11K,+0.2%,12.9%
78463V107,GLD,SPDR GOLD TR,786,786,279.4K,279.4K,NEW,0.02%
79466L302,CRM,SALESFORCE INC,1134,1134,268.76K,268.76K,NEW,0.02%
22788C105,CRWD,CROWDSTRIKE HOLDINGS INC,503,503,246.66K,246.66K,NEW,0.02%
55336V100,MPLX,MPLX LP,55025,4157,2.75M,207.64K,+8.2%,0.23%
64110L106,NFLX,NETFLIX INC,160,160,191.83K,191.83K,NEW,0.02%
46120E602,ISRG,INTUITIVE SURGICAL INC,368,368,164.58K,164.58K,NEW,0.01%
