CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
594918104,MSFT,MICROSOFT CORP,7423387,3726210,3.84B,1.93B,+100.8%,3.1%
11135F101,AVGO,BROADCOM INC,5689546,3472001,1.88B,1.15B,+156.6%,1.5%
67066G104,NVDA,NVIDIA CORPORATION,25533758,5209295,4.76B,971.95M,+25.6%,3.8%
30303M102,META,META PLATFORMS INC,1958918,1156783,1.44B,849.52M,+144.2%,1.2%
958102105,WDC,WESTERN DIGITAL CORP,9625316,6718155,1.16B,806.58M,+231.1%,0.93%
00724F101,ADBE,ADOBE INC,2269465,1784062,800.55M,629.33M,+367.5%,0.65%
46120E602,ISRG,INTUITIVE SURGICAL INC,2018930,1388122,902.93M,620.81M,+220.1%,0.73%
808513105,SCHW,SCHWAB CHARLES CORP,7664758,6130162,731.75M,585.25M,+399.5%,0.59%
337738108,FISV,FISERV INC,6778723,4294690,873.98M,553.71M,+172.9%,0.71%
060505104,BAC,BANK AMERICA CORP,16596119,9919168,856.19M,511.73M,+148.6%,0.69%
Q4982L109,IREN,IREN LIMITED,10717054,10717054,502.95M,502.95M,NEW,0.41%
093712107,BE,BLOOM ENERGY CORP,11817904,5841321,999.44M,494M,+97.7%,0.81%
92206C870,VCIT,VANGUARD SCOTTSDALE FDS,10274488,5829200,864.19M,490.29M,+131.1%,0.7%
438516106,HON,HONEYWELL INTL INC,2837219,2137529,597.23M,449.95M,+305.5%,0.48%
79466L302,CRM,SALESFORCE INC,2691324,1840284,637.84M,436.15M,+216.2%,0.51%
872540109,TJX,TJX COS INC NEW,4998358,2854788,722.46M,412.63M,+133.2%,0.58%
76655K103,RGTI,RIGETTI COMPUTING INC,12764516,12764516,380.25M,380.25M,NEW,0.31%
464287242,LQD,ISHARES TR,3319000,3319000,369.97M,369.97M,NEW,0.3%
303250104,FICO,FAIR ISAAC CORP,355767,244237,532.42M,365.51M,+219%,0.43%
487836108,K,KELLANOVA,5367222,4423102,440.22M,362.78M,+468.5%,0.36%
009066101,ABNB,AIRBNB INC,3254191,2960791,395.12M,359.5M,+1009.1%,0.32%
770700102,HOOD,ROBINHOOD MKTS INC,4222294,2423187,604.55M,346.95M,+134.7%,0.49%
882508104,TXN,TEXAS INSTRS INC,3880350,1808081,712.94M,332.2M,+87.3%,0.58%
776696106,ROP,ROPER TECHNOLOGIES INC,879923,663254,438.81M,330.76M,+306.1%,0.35%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,1679635,1177875,469.11M,328.97M,+234.7%,0.38%
457669307,INSM,INSMED INC,5657464,2234845,814.73M,321.84M,+65.3%,0.66%
92345Y106,VRSK,VERISK ANALYTICS INC,1921796,1273460,483.35M,320.29M,+196.4%,0.39%
22160K105,COST,COSTCO WHSL CORP NEW,466702,339924,431.99M,314.64M,+268.1%,0.35%
01609WBG6,BABA,ALIBABA GROUP HLDG LTD,165000000,162000000,303.24M,297.73M,+5400%,0.24%
