CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
278768106,SATS,ECHOSTAR CORP,598112,598112,45.67M,45.67M,NEW,16%
55024U109,LITE,LUMENTUM HLDGS INC,205368,181589,33.42M,29.55M,+763.7%,11.7%
45174J509,IHRT,IHEARTMEDIA INC,2357590,465820,6.77M,1.34M,+24.6%,2.4%
02156K103,OPTU,ALTICE USA INC,4055638,478180,9.77M,1.15M,+13.4%,3.4%
G76279101,ROIV,ROIVANT SCIENCES LTD,938175,38175,14.19M,577.59K,+4.2%,5%
140501AE7,CSWC,CAPITAL SOUTHWEST CORP,21500000,0,21.39M,0,NO CHANGE,7.5%
85512G106,STHO,STAR HLDGS,883897,0,7.27M,0,NO CHANGE,2.6%
84757T113,MDAIW,SPECTRAL AI INC,11666,0,8.14K,0,NO CHANGE,<.01%
96812F110,BAERW,BRIDGER AEROSPACE GRP HLDGS,10000,0,770,0,NO CHANGE,<.01%
G85727116,SDAWW,SUNCAR TECHNOLOGY GROUP INC,10000,0,578,0,NO CHANGE,<.01%
75605Y106,HOUS,ANYWHERE REAL ESTATE INC,0,-545115,0,-1.97M,CLOSE,0%
03879J100,ABUS,ARBUTUS BIOPHARMA CORP,1978975,-578392,8.98M,-2.63M,-22.6%,3.2%
879433829,TDS,TELEPHONE & DATA SYS INC,1383499,-240300,54.29M,-9.43M,-14.8%,19.1%
171779309,CIEN,CIENA CORP,198499,-88748,28.92M,-12.93M,-30.9%,10.2%
20337X109,VISN,COMMSCOPE HLDG CO INC,2792862,-1312017,43.23M,-20.31M,-32%,15.2%
55024UAH2,LITE,LUMENTUM HLDGS INC,4500000,-22500000,10.89M,-54.45M,-83.3%,3.8%
Total,,,,,284.81M,-23.43M,-10.8%,100%
