CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
594918104,MSFT,MICROSOFT CORP,736480,448310,381.46M,232.2M,+155.6%,17.3%
844741108,LUV,SOUTHWEST AIRLS CO,3223046,2183046,102.85M,69.66M,+209.9%,4.7%
30303M102,META,META PLATFORMS INC,163000,91000,119.7M,66.83M,+126.4%,5.4%
023135106,AMZN,AMAZON COM INC,1664166,289666,365.4M,63.6M,+21.1%,16.6%
571903202,MAR,MARRIOTT INTL INC NEW,208952,208952,54.42M,54.42M,NEW,2.5%
67066G104,NVDA,NVIDIA CORPORATION,1211000,263000,225.95M,49.07M,+27.7%,10.3%
254687106,DIS,DISNEY WALT CO,647000,334000,74.08M,38.24M,+106.7%,3.4%
24703L202,DELL,DELL TECHNOLOGIES INC,771900,246126,109.43M,34.89M,+46.8%,5%
037833100,AAPL,APPLE INC,461401,33401,117.49M,8.5M,+7.8%,5.3%
872590104,TMUS,T-MOBILE US INC,707284,31784,169.31M,7.61M,+4.7%,7.7%
060505104,BAC,BANK AMERICA CORP,1100000,0,56.75M,0,NO CHANGE,2.6%
G1151C101,ACN,ACCENTURE PLC IRELAND,70750,-20000,17.45M,-4.93M,-22%,0.79%
47215P106,JD,JD.COM INC,946400,-339600,33.11M,-11.88M,-26.4%,1.5%
35671D857,FCX,FREEPORT-MCMORAN INC,9091434,-431239,356.57M,-16.91M,-4.5%,16.2%
444859102,HUM,HUMANA INC,77950,-89000,20.28M,-23.16M,-53.3%,0.92%
573874104,MRVL,MARVELL TECHNOLOGY INC,0,-392446,0,-30.38M,CLOSE,0%
91324P102,UNH,UNITEDHEALTH GROUP INC,0,-113943,0,-35.55M,CLOSE,0%
595112103,MU,MICRON TECHNOLOGY INC,0,-586000,0,-72.22M,CLOSE,0%
02079K107,GOOG,ALPHABET INC,0,-843528,0,-149.63M,CLOSE,0%
Total,,,,,2.2B,280.37M,+14.8%,100%
