CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
M7S64H106,MNDY,MONDAY COM LTD,13000,6000,2.52M,1.16M,+85.7%,1.3%
00724F101,ADBE,ADOBE INC,17516,2900,6.18M,1.02M,+19.8%,3.3%
46120E602,ISRG,INTUITIVE SURGICAL INC,5800,2000,2.59M,894.46K,+52.6%,1.4%
443573100,HUBS,HUBSPOT INC,9000,1500,4.21M,701.7K,+20%,2.2%
882508104,TXN,TEXAS INSTRS INC,16000,3000,2.94M,551.19K,+23.1%,1.6%
037833100,AAPL,APPLE INC,20820,1600,5.3M,407.41K,+8.3%,2.8%
81762P102,NOW,SERVICENOW INC,5200,400,4.79M,368.11K,+8.3%,2.5%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,2100,900,822.44K,352.48K,+75%,0.44%
74276L105,PRCT,PROCEPT BIOROBOTICS CORP,26000,7000,927.94K,249.83K,+36.8%,0.49%
125523100,CI,THE CIGNA GROUP,3750,850,1.08M,245.01K,+29.3%,0.57%
92826C839,V,VISA INC,500,500,170.69K,170.69K,NEW,0.09%
338307101,FIVN,FIVE9 INC,74000,6000,1.79M,145.2K,+8.8%,0.95%
438516106,HON,HONEYWELL INTL INC,6500,500,1.37M,105.25K,+8.3%,0.73%
235851102,DHR,DANAHER CORPORATION,5000,500,991.3K,99.13K,+11.1%,0.53%
406216101,HAL,HALLIBURTON CO,9000,4000,221.4K,98.4K,+80%,0.12%
244199105,DE,DEERE & CO,2950,200,1.35M,91.45K,+7.3%,0.71%
26875P101,EOG,EOG RES INC,2250,750,252.27K,84.09K,+50%,0.13%
169656105,CMG,CHIPOTLE MEXICAN GRILL INC,22500,2000,881.77K,78.38K,+9.8%,0.47%
532457108,LLY,ELI LILLY & CO,1920,100,1.46M,76.3K,+5.5%,0.78%
911312106,UPS,UNITED PARCEL SERVICE INC,1500,800,125.3K,66.82K,+114.3%,0.07%
747525103,QCOM,QUALCOMM INC,1400,400,232.9K,66.54K,+40%,0.12%
191216100,KO,COCA COLA CO,20000,1000,1.33M,66.32K,+5.3%,0.7%
036752103,ELV,ELEVANCE HEALTH INC FORMERLY COM,900,200,290.81K,64.62K,+28.6%,0.15%
501044101,KR,KROGER CO,4500,900,303.35K,60.67K,+25%,0.16%
127097103,CTRA,COTERRA ENERGY INC,12500,2500,295.62K,59.12K,+25%,0.16%
58733R102,MELI,MERCADOLIBRE INC,120,25,280.43K,58.42K,+26.3%,0.15%
254687106,DIS,DISNEY WALT CO,12600,500,1.44M,57.25K,+4.1%,0.76%
031162100,AMGN,AMGEN INC,2700,200,761.94K,56.44K,+8%,0.4%
717081103,PFE,PFIZER INC,53000,2000,1.35M,50.96K,+3.9%,0.72%
58933Y105,MRK,MERCK & CO INC,14800,600,1.24M,50.36K,+4.2%,0.66%
31428X106,FDX,FEDEX CORP,1500,200,353.71K,47.16K,+15.4%,0.19%
962166104,WY,WEYERHAEUSER CO MTN BE,6500,1500,161.13K,37.19K,+30%,0.09%
20825C104,COP,CONOCOPHILLIPS,2250,350,212.83K,33.11K,+18.4%,0.11%
110122108,BMY,BRISTOL-MYERS SQUIBB CO,5300,700,239.03K,31.57K,+15.2%,0.13%
693718108,PCAR,PACCAR INC,2500,300,245.8K,29.5K,+13.6%,0.13%
N53745100,LYB,LYONDELLBASELL INDUSTRIES N,2300,600,112.79K,29.42K,+35.3%,0.06%
125269100,CF,CF INDS HLDGS INC,13000,300,1.17M,26.91K,+2.4%,0.62%
550021109,LULU,LULULEMON ATHLETICA INC,700,100,124.55K,17.79K,+16.7%,0.07%
91913Y100,VLO,VALERO ENERGY CORP,1900,100,323.49K,17.03K,+5.6%,0.17%
37940X102,GPN,GLOBAL PMTS INC,7400,200,614.79K,16.62K,+2.8%,0.33%
N3167Y103,RACE,FERRARI N V,340,30,164.52K,14.52K,+9.7%,0.09%
26603R106,DUOL,DUOLINGO INC,220,40,70.81K,12.87K,+22.2%,0.04%
902494103,TSN,TYSON FOODS INC,2200,200,119.46K,10.86K,+10%,0.06%
16679L109,CHWY,CHEWY INC,3600,200,145.62K,8.09K,+5.9%,0.08%
595017104,MCHP,MICROCHIP TECHNOLOGY INC.,45400,0,2.92M,0,NO CHANGE,1.5%
75513E101,RTX,RTX CORPORATION,11700,0,1.96M,0,NO CHANGE,1%
61174X109,MNST,MONSTER BEVERAGE CORP NEW,27571,0,1.86M,0,NO CHANGE,0.98%
09073M104,TECH,BIO-TECHNE CORP,28000,0,1.56M,0,NO CHANGE,0.83%
30063P105,EXAS,EXACT SCIENCES CORP,28000,0,1.53M,0,NO CHANGE,0.81%
888787108,TOST,TOAST INC,39000,0,1.42M,0,NO CHANGE,0.75%
07373V105,BEAM,BEAM THERAPEUTICS INC,51000,0,1.24M,0,NO CHANGE,0.66%
G1151C101,ACN,ACCENTURE PLC IRELAND,4700,0,1.16M,0,NO CHANGE,0.61%
79466L302,CRM,SALESFORCE INC,4650,0,1.1M,0,NO CHANGE,0.58%
857477103,STT,STATE STR CORP,8200,0,951.28K,0,NO CHANGE,0.5%
500754106,KHC,KRAFT HEINZ CO,33800,0,880.15K,0,NO CHANGE,0.47%
64110L106,NFLX,NETFLIX INC,730,0,875.21K,0,NO CHANGE,0.46%
674599105,OXY,OCCIDENTAL PETE CORP,18200,0,859.95K,0,NO CHANGE,0.46%
17275R102,CSCO,CISCO SYS INC,12000,0,821.04K,0,NO CHANGE,0.44%
75886F107,REGN,REGENERON PHARMACEUTICALS,1400,0,787.18K,0,NO CHANGE,0.42%
855244109,SBUX,STARBUCKS CORP,9000,0,761.4K,0,NO CHANGE,0.4%
70450Y103,PYPL,PAYPAL HLDGS INC,11000,0,737.66K,0,NO CHANGE,0.39%
458140100,INTC,INTEL CORP,21200,0,711.26K,0,NO CHANGE,0.38%
256677105,DG,DOLLAR GEN CORP NEW,6700,0,692.45K,0,NO CHANGE,0.37%
243537107,DECK,DECKERS OUTDOOR CORP,6650,0,674.11K,0,NO CHANGE,0.36%
37045V100,GM,GENERAL MTRS CO,10500,0,640.18K,0,NO CHANGE,0.34%
337738108,FISV,FISERV INC,4100,0,528.61K,0,NO CHANGE,0.28%
G5960L103,MDT,MEDTRONIC PLC,5000,0,476.2K,0,NO CHANGE,0.25%
949746101,WFC,WELLS FARGO CO NEW,4800,0,402.34K,0,NO CHANGE,0.21%
345370860,F,FORD MTR CO,32000,0,382.72K,0,NO CHANGE,0.2%
126650100,CVS,CVS HEALTH CORP,4000,0,301.56K,0,NO CHANGE,0.16%
00287Y109,ABBV,ABBVIE INC,1020,0,236.17K,0,NO CHANGE,0.13%
526057104,LEN,LENNAR CORP,1800,0,226.87K,0,NO CHANGE,0.12%
42824C109,HPE,HEWLETT PACKARD ENTERPRISE C COM,8200,0,201.39K,0,NO CHANGE,0.11%
60871R209,TAP,MOLSON COORS BEVERAGE CO,4300,0,194.57K,0,NO CHANGE,0.1%
