CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30303M102,META,META PLATFORMS INC,51850,49050,29.88M,28.27M,+1751.8%,12.4%
025816109,AXP,AMERICAN EXPRESS CO,87500,87500,23.54M,23.54M,NEW,9.7%
254687106,DIS,DISNEY WALT CO,177789,177789,17.55M,17.55M,NEW,7.3%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,94873,81277,15.75M,13.49M,+597.8%,6.5%
11135F101,AVGO,BROADCOM INC,77694,70173,13.01M,11.75M,+933%,5.4%
722304102,PDD,PDD HOLDINGS INC,117126,99226,13.86M,11.74M,+554.3%,5.7%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,59810,27310,14.87M,6.79M,+84%,6.1%
855244109,SBUX,STARBUCKS CORP,303750,38050,29.8M,3.73M,+14.3%,12.3%
70450Y103,PYPL,PAYPAL HLDGS INC,74212,54187,4.84M,3.54M,+270.6%,2%
67066G104,NVDA,NVIDIA CORPORATION,30041,30041,3.21M,3.21M,NEW,1.3%
46090E103,QQQ,INVESCO QQQ TR,8159,6455,3.83M,3.03M,+378.8%,1.6%
670100205,NVO,NOVO-NORDISK A S,42446,42446,2.95M,2.95M,NEW,1.2%
595112103,MU,MICRON TECHNOLOGY INC,41519,34606,3.35M,2.79M,+500.6%,1.4%
90353T100,UBER,UBER TECHNOLOGIES INC,35908,29443,2.62M,2.15M,+455.4%,1.1%
79466L302,CRM,SALESFORCE INC,7975,7975,2.14M,2.14M,NEW,0.88%
007903107,AMD,ADVANCED MICRO DEVICES INC,23661,23661,2.12M,2.12M,NEW,0.88%
62914V106,NIO,NIO INC,548007,521007,2.09M,1.99M,+1929.7%,0.86%
78463V107,GLD,SPDR GOLD TR,6500,6500,1.87M,1.87M,NEW,0.77%
91531W106,TIGR,UP FINTECH HLDG LTD,172086,172086,1.48M,1.48M,NEW,0.61%
056752108,BIDU,BAIDU INC,26736,16636,2.28M,1.42M,+164.7%,0.94%
19260Q107,COIN,COINBASE GLOBAL INC,8195,8195,1.41M,1.41M,NEW,0.58%
55087P104,LYFT,LYFT INC,100812,100812,1.2M,1.2M,NEW,0.49%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,77444,77444,1.19M,1.19M,NEW,0.49%
770700102,HOOD,ROBINHOOD MKTS INC,28473,28473,1.19M,1.19M,NEW,0.49%
87612E106,TGT,TARGET CORP,11226,11226,1.17M,1.17M,NEW,0.48%
74347G440,BITO,PROSHARES TR,50150,50150,919K,919K,NEW,0.38%
81369Y506,XLE,SELECT SECTOR SPDR TR,9581,9581,895K,895K,NEW,0.37%
617446448,MS,MORGAN STANLEY,7520,7520,877K,877K,NEW,0.36%
02079K305,GOOGL,ALPHABET INC,10613,5563,1.62M,848.1K,+110.2%,0.67%
464286400,EWZ,ISHARES INC,29863,29863,772K,772K,NEW,0.32%
50202M102,LI,LI AUTO INC,29971,29971,755K,755K,NEW,0.31%
872590104,TMUS,T-MOBILE US INC,2610,2610,696K,696K,NEW,0.29%
00724F101,ADBE,ADOBE INC,1400,1400,537K,537K,NEW,0.22%
37045V100,GM,GENERAL MTRS CO,11108,11108,522K,522K,NEW,0.22%
127387108,CDNS,CADENCE DESIGN SYSTEM INC,1997,1997,508K,508K,NEW,0.21%
36118L106,FUTU,FUTU HLDGS LTD,4634,4634,474K,474K,NEW,0.2%
771049103,RBLX,ROBLOX CORP,8100,8100,472K,472K,NEW,0.2%
02376R102,AAL,AMERICAN AIRLS GROUP INC,130937,40937,1.38M,431.76K,+45.5%,0.57%
83406F102,SOFI,SOFI TECHNOLOGIES INC,36625,36625,426K,426K,NEW,0.18%
009066101,ABNB,AIRBNB INC,3256,3256,389K,389K,NEW,0.16%
88160R101,TSLA,TESLA INC,1960,1960,286K,286K,NEW,0.12%
512807306,LRCX,LAM RESEARCH CORP,3031,3031,220K,220K,NEW,0.09%
46625H100,JPM,JPMORGAN CHASE & CO.,849,849,208K,208K,NEW,0.09%
N07059210,ASML,ASML HOLDING N V,2212,244,1.47M,161.71K,+12.4%,0.61%
86800U302,SMCI,SUPER MICRO COMPUTER INC,43151,4010,1.48M,137.26K,+10.2%,0.61%
037833100,AAPL,APPLE INC,7824,324,1.74M,71.97K,+4.3%,0.72%
76954A103,RIVN,RIVIAN AUTOMOTIVE INC,13749,-3403,171K,-42.32K,-19.8%,0.07%
482497104,BEKE,KE HLDGS INC,24500,-12486,90K,-45.87K,-33.8%,0.04%
852234103,XYZ,BLOCK INC,10595,-2295,576K,-124.77K,-17.8%,0.24%
934423104,WBD,WARNER BROS DISCOVERY INC,0,-19087,0,-202K,CLOSE,0%
023135106,AMZN,AMAZON COM INC,4528,-1166,861K,-221.72K,-20.5%,0.36%
149123101,CAT,CATERPILLAR INC,0,-798,0,-289K,CLOSE,0%
654106103,NKE,NIKE INC,0,-4205,0,-318K,CLOSE,0%
60770K107,MRNA,MODERNA INC,7721,-12011,219K,-340.68K,-60.9%,0.09%
517834107,LVS,LAS VEGAS SANDS CORP,0,-6736,0,-346K,CLOSE,0%
090040106,BILI,BILIBILI INC,0,-20231,0,-366K,CLOSE,0%
83304A106,SNAP,SNAP INC,75666,-48334,659K,-420.96K,-39%,0.27%
580135101,MCD,MCDONALDS CORP,0,-1707,0,-495K,CLOSE,0%
91912E105,VALE,VALE S A,0,-60672,0,-538K,CLOSE,0%
94419L101,W,WAYFAIR INC,29374,-21126,941K,-676.77K,-41.8%,0.39%
594918104,MSFT,MICROSOFT CORP,0,-1750,0,-738K,CLOSE,0%
01609W102,BABA,ALIBABA GROUP HLDG LTD,84500,-5700,11.17M,-753.68K,-6.3%,4.6%
911312106,UPS,UNITED PARCEL SERVICE INC,4800,-6923,528K,-761.53K,-59.1%,0.22%
166764100,CVX,CHEVRON CORP NEW,0,-5429,0,-786K,CLOSE,0%
458140100,INTC,INTEL CORP,22096,-35191,502K,-799.51K,-61.4%,0.21%
82509L107,SHOP,SHOPIFY INC,3447,-9553,333K,-922.87K,-73.5%,0.14%
30231G102,XOM,EXXON MOBIL CORP,0,-8625,0,-928K,CLOSE,0%
92189F676,SMH,VANECK ETF TRUST,1205,-4844,255K,-1.03M,-80.1%,0.11%
697435105,PANW,PALO ALTO NETWORKS INC,0,-5900,0,-1.07M,CLOSE,0%
931142103,WMT,WALMART INC,22037,-12963,1.94M,-1.14M,-37%,0.8%
097023105,BA,BOEING CO,0,-6700,0,-1.19M,CLOSE,0%
717081103,PFE,PFIZER INC,36174,-55926,917K,-1.42M,-60.7%,0.38%
78462F103,SPY,SPDR S&P 500 ETF TR,4866,-2608,2.72M,-1.46M,-34.9%,1.1%
042068205,ARM,ARM HOLDINGS PLC,6066,-14342,648K,-1.53M,-70.3%,0.27%
35671D857,FCX,FREEPORT-MCMORAN INC,0,-42941,0,-1.64M,CLOSE,0%
067901108,B,BARRICK GOLD CORP,0,-114800,0,-1.78M,CLOSE,0%
910047109,UAL,UNITED AIRLS HLDGS INC,0,-19428,0,-1.89M,CLOSE,0%
060505104,BAC,BANK AMERICA CORP,9855,-45996,411K,-1.92M,-82.4%,0.17%
285512109,EA,ELECTRONIC ARTS INC,1850,-14944,267K,-2.16M,-89%,0.11%
345370860,F,FORD MTR CO,20396,-233337,205K,-2.35M,-92%,0.08%
651639106,NEM,NEWMONT CORP,15263,-52396,737K,-2.53M,-77.4%,0.3%
71654V408,PBR,PETROLEO BRASILEIRO SA PETRO,82025,-203836,1.18M,-2.92M,-71.3%,0.49%
747525103,QCOM,QUALCOMM INC,1690,-21053,260K,-3.24M,-92.6%,0.11%
57636Q104,MA,MASTERCARD INCORPORATED,0,-7432,0,-3.91M,CLOSE,0%
247361702,DAL,DELTA AIR LINES INC DEL,0,-71200,0,-4.31M,CLOSE,0%
47215P106,JD,JD.COM INC,0,-146000,0,-5.06M,CLOSE,0%
92826C839,V,VISA INC,0,-18420,0,-5.82M,CLOSE,0%
949746101,WFC,WELLS FARGO CO NEW,10750,-87750,772K,-6.3M,-89.1%,0.32%
92189F106,GDX,VANECK ETF TRUST,26184,-155828,1.2M,-7.17M,-85.6%,0.5%
64110L106,NFLX,NETFLIX INC,470,-24393,438K,-22.73M,-98.1%,0.18%
Total,,,,,241.82M,67.64M,+40.3%,100%
