CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
30303M102,META,META PLATFORMS INC,139500,102000,80.4M,58.79M,+272%,10.7%
881624209,TEVA,TEVA PHARMACEUTICAL INDS LTD,1660000,940000,25.51M,14.45M,+130.6%,3.4%
042068205,ARM,ARM HOLDINGS PLC,135000,135000,14.42M,14.42M,NEW,1.9%
457669307,INSM,INSMED INC,450000,171000,34.33M,13.05M,+61.3%,4.6%
632307104,NTRA,NATERA INC,810000,90000,114.54M,12.73M,+12.5%,15.3%
46429B598,INDA,ISHARES TR,210000,90000,10.81M,4.63M,+75%,1.4%
399909100,GGAL,GRUPO FINANCIERO GALICIA S.A,99312,71325,5.41M,3.89M,+254.9%,0.72%
11135F101,AVGO,BROADCOM INC,23000,23000,3.85M,3.85M,NEW,0.51%
573874104,MRVL,MARVELL TECHNOLOGY INC,45000,45000,2.77M,2.77M,NEW,0.37%
058934100,BBAR,BANCO BBVA ARGENTINA S A,63000,63000,1.14M,1.14M,NEW,0.15%
464287655,IWM,ISHARES TR,5000,5000,997K,997K,NEW,0.13%
58733R102,MELI,MERCADOLIBRE INC,42700,0,83.3M,0,NO CHANGE,11.1%
984245100,YPF,YPF SOCIEDAD ANONIMA,2000000,0,70.08M,0,NO CHANGE,9.3%
02079K107,GOOG,ALPHABET INC,237000,0,37.03M,0,NO CHANGE,4.9%
023135106,AMZN,AMAZON COM INC,180000,0,34.25M,0,NO CHANGE,4.6%
P5626F128,IFS,INTERCORP FINL SVCS INC,1022210,0,34.07M,0,NO CHANGE,4.5%
037833100,AAPL,APPLE INC,126100,0,28.01M,0,NO CHANGE,3.7%
594918104,MSFT,MICROSOFT CORP,63400,0,23.8M,0,NO CHANGE,3.2%
697435105,PANW,PALO ALTO NETWORKS INC,125000,0,21.33M,0,NO CHANGE,2.8%
46625H100,JPM,JPMORGAN CHASE & CO.,56000,0,13.74M,0,NO CHANGE,1.8%
595112103,MU,MICRON TECHNOLOGY INC,145000,0,12.6M,0,NO CHANGE,1.7%
98138H101,WDAY,WORKDAY INC,48000,0,11.21M,0,NO CHANGE,1.5%
931142103,WMT,WALMART INC,120000,0,10.54M,0,NO CHANGE,1.4%
007903107,AMD,ADVANCED MICRO DEVICES INC,90000,0,9.25M,0,NO CHANGE,1.2%
01609W102,BABA,ALIBABA GROUP HLDG LTD,45000,0,5.95M,0,NO CHANGE,0.79%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,15000,0,5.29M,0,NO CHANGE,0.7%
88160R101,TSLA,TESLA INC,15700,0,4.07M,0,NO CHANGE,0.54%
046353108,AZN,ASTRAZENECA PLC,50000,0,3.67M,0,NO CHANGE,0.49%
81369Y209,XLV,SELECT SECTOR SPDR TR,25000,0,3.65M,0,NO CHANGE,0.49%
872590104,TMUS,T-MOBILE US INC,8000,0,2.13M,0,NO CHANGE,0.28%
18915M107,NET,CLOUDFLARE INC,18000,0,2.03M,0,NO CHANGE,0.27%
81369Y506,XLE,SELECT SECTOR SPDR TR,16000,0,1.5M,0,NO CHANGE,0.2%
78463V107,GLD,SPDR GOLD TR,5000,0,1.44M,0,NO CHANGE,0.19%
81369Y605,XLF,SELECT SECTOR SPDR TR,26000,0,1.29M,0,NO CHANGE,0.17%
532457108,LLY,ELI LILLY & CO,1500,0,1.24M,0,NO CHANGE,0.17%
464287556,IBB,ISHARES TR,6500,0,831K,0,NO CHANGE,0.11%
46428Q109,SLV,ISHARES SILVER TR,25000,0,775K,0,NO CHANGE,0.1%
674599105,OXY,OCCIDENTAL PETE CORP,15000,0,740K,0,NO CHANGE,0.1%
37950E259,ARGT,GLOBAL X FDS,8900,0,719K,0,NO CHANGE,0.1%
92189F676,SMH,VANECK ETF TRUST,3000,0,634K,0,NO CHANGE,0.08%
05464C101,AXON,AXON ENTERPRISE INC,0,-2400,0,-1.43M,CLOSE,0%
21871N101,CXW,CORECIVIC INC,0,-112000,0,-2.44M,CLOSE,0%
36162J106,GEO,GEO GROUP INC NEW,0,-88600,0,-2.48M,CLOSE,0%
03674X106,AR,ANTERO RESOURCES CORP,0,-300000,0,-10.52M,CLOSE,0%
00724F101,ADBE,ADOBE INC,0,-27000,0,-12.01M,CLOSE,0%
958102105,WDC,WESTERN DIGITAL CORP.,0,-360000,0,-21.47M,CLOSE,0%
67066G104,NVDA,NVIDIA CORPORATION,16000,-200000,1.73M,-21.68M,-92.6%,0.23%
19247G107,COHR,COHERENT CORP,450000,-360000,29.22M,-23.38M,-44.4%,3.9%
912909108,X,UNITED STATES STL CORP NEW,0,-1440000,0,-48.95M,CLOSE,0%
46438F101,IBIT,ISHARES BITCOIN TR,0,-1900000,0,-100.8M,CLOSE,0%
46090E103,QQQ,INVESCO QQQ TR,0,-648000,0,-331.28M,CLOSE,0%
Total,,,,,750.3M,-445.69M,-35.3%,100%
