CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
722304102,PDD,PDD HOLDINGS INC,8985969,8086620,1.06B,957.05M,+899.2%,0.27%
594918104,MSFT,MICROSOFT CORP,62267822,2306485,23.37B,865.83M,+3.8%,6%
02079K305,GOOGL,ALPHABET INC,43865520,4473901,6.78B,691.84M,+11.4%,1.7%
67066G104,NVDA,NVIDIA CORPORATION,206794926,5896735,22.41B,639.09M,+2.9%,5.7%
01609W102,BABA,ALIBABA GROUP HLDG LTD,8557495,3947460,1.13B,521.97M,+85.6%,0.29%
032095101,APH,AMPHENOL CORP NEW,8758951,7573750,574.5M,496.76M,+639%,0.15%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,7145474,872041,3.81B,464.43M,+13.9%,0.97%
03076C106,AMP,AMERIPRISE FINL INC,2244788,796925,1.09B,385.8M,+55%,0.28%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,2771424,955529,977.15M,336.9M,+52.6%,0.25%
92826C839,V,VISA INC,14277146,955392,5B,334.83M,+7.2%,1.3%
30303M102,META,META PLATFORMS INC,12543468,536160,7.23B,309.02M,+4.5%,1.9%
46120E602,ISRG,INTUITIVE SURGICAL INC,3393951,566979,1.68B,280.81M,+20.1%,0.43%
64110L106,NFLX,NETFLIX INC,3007215,298472,2.8B,278.33M,+11%,0.72%
40415F101,HDB,HDFC BANK LTD,4199717,4089647,279.03M,271.72M,+3715.5%,0.07%
14040H105,COF,CAPITAL ONE FINL CORP,4677128,1454595,838.61M,260.81M,+45.1%,0.21%
46625H100,JPM,JPMORGAN CHASE & CO.,18441044,890553,4.52B,218.45M,+5.1%,1.2%
252131107,DXCM,DEXCOM INC,10123525,2925241,691.34M,199.76M,+40.6%,0.18%
46187W107,INVH,INVITATION HOMES INC,6152508,5603077,214.41M,195.27M,+1019.8%,0.05%
12503M108,CBOE,CBOE GLOBAL MKTS INC,1067566,854325,241.58M,193.33M,+400.6%,0.06%
46429B267,GOVT,ISHARES TR,8213229,8213229,188.78M,188.78M,NEW,0.05%
58733R102,MELI,MERCADOLIBRE INC,550433,96283,1.07B,187.84M,+21.2%,0.27%
L8681T102,SPOT,SPOTIFY TECHNOLOGY S A,1178907,336162,648.43M,184.9M,+39.9%,0.17%
464287804,IJR,ISHARES TR,1912735,1762735,200.01M,184.33M,+1175.2%,0.05%
437076102,HD,HOME DEPOT INC,8949404,477192,3.28B,174.89M,+5.6%,0.84%
742718109,PG,PROCTER AND GAMBLE CO,17293428,1018865,2.95B,173.63M,+6.3%,0.75%
48553T106,BZ,KANZHUN LIMITED,9552922,8946253,183.13M,171.5M,+1474.7%,0.05%
375558103,GILD,GILEAD SCIENCES INC,13755481,1520809,1.54B,170.41M,+12.4%,0.39%
94106L109,WM,WASTE MGMT INC DEL,3343267,709557,774M,164.27M,+26.9%,0.2%
883556102,TMO,THERMO FISHER SCIENTIFIC INC,2750923,329974,1.37B,164.2M,+13.6%,0.35%
697435105,PANW,PALO ALTO NETWORKS INC,6902048,950765,1.18B,162.24M,+16%,0.3%
254687106,DIS,DISNEY WALT CO,18509924,1642907,1.83B,162.15M,+9.7%,0.47%
79466L302,CRM,SALESFORCE INC,9258518,600386,2.48B,161.12M,+6.9%,0.64%
874080104,TAL,TAL EDUCATION GROUP,12628646,12061305,166.82M,159.33M,+2125.9%,0.04%
42250P103,DOC,HEALTHPEAK PROPERTIES INC,9218848,7872150,186.41M,159.17M,+584.6%,0.05%
478160104,JNJ,JOHNSON & JOHNSON,16354767,911461,2.71B,151.16M,+5.9%,0.69%
81762P102,NOW,SERVICENOW INC,2843117,188292,2.26B,149.91M,+7.1%,0.58%
00287Y109,ABBV,ABBVIE INC,12771854,713148,2.68B,149.42M,+5.9%,0.69%
89377M109,TMDX,TRANSMEDICS GROUP INC,3113082,2209996,209.45M,148.69M,+244.7%,0.05%
268150109,DT,DYNATRACE INC,6987838,3092576,329.48M,145.81M,+79.4%,0.08%
11135F101,AVGO,BROADCOM INC,35243467,842088,5.9B,140.99M,+2.4%,1.5%
036752103,ELV,ELEVANCE HEALTH INC,2676203,324040,1.16B,140.94M,+13.8%,0.3%
92343V104,VZ,VERIZON COMMUNICATIONS INC,41993829,3100342,1.9B,140.63M,+8%,0.49%
922475108,VEEV,VEEVA SYS INC,1799931,585785,416.92M,135.69M,+48.2%,0.11%
921908844,VIG,VANGUARD SPECIALIZED FUNDS,694758,694758,134.78M,134.78M,NEW,0.03%
303250104,FICO,FAIR ISAAC CORP,316780,72518,584.19M,133.73M,+29.7%,0.15%
871607107,SNPS,SYNOPSYS INC,1816319,305489,778.93M,131.01M,+20.2%,0.2%
459200101,IBM,INTERNATIONAL BUSINESS MACHS,8636725,524633,2.15B,130.46M,+6.5%,0.55%
92345Y106,VRSK,VERISK ANALYTICS INC,1653727,434053,492.18M,129.18M,+35.6%,0.13%
191216100,KO,COCA COLA CO,30889415,1794561,2.21B,128.53M,+6.2%,0.57%
679295105,OKTA,OKTA INC,2748847,1189222,289.23M,125.13M,+76.3%,0.07%
G8473T100,STE,STERIS PLC,1520479,540999,344.62M,122.62M,+55.2%,0.09%
58155Q103,MCK,MCKESSON CORP,1284881,181831,864.71M,122.37M,+16.5%,0.22%
45168D104,IDXX,IDEXX LABS INC,1076429,290551,452.05M,122.02M,+37%,0.12%
422806109,HEI,HEICO CORP NEW,948924,455248,253.54M,121.64M,+92.2%,0.06%
457730109,INSP,INSPIRE MED SYS INC,1112925,759090,177.27M,120.91M,+214.5%,0.05%
16411R208,LNG,CHENIERE ENERGY INC,2031767,504960,470.15M,116.85M,+33.1%,0.12%
049468101,TEAM,ATLASSIAN CORPORATION,1919172,545778,407.27M,115.82M,+39.7%,0.1%
879360105,TDY,TELEDYNE TECHNOLOGIES INC,640572,232401,318.82M,115.67M,+56.9%,0.08%
294429105,EFX,EQUIFAX INC,1318914,472861,321.23M,115.17M,+55.9%,0.08%
00790R104,WMS,ADVANCED DRAIN SYS INC DEL,3114224,1049697,338.36M,114.05M,+50.8%,0.09%
M2682V108,CYBR,CYBERARK SOFTWARE LTD,740504,335634,250.29M,113.44M,+82.9%,0.06%
743315103,PGR,PROGRESSIVE CORP,6380134,396567,1.81B,112.23M,+6.6%,0.46%
36828A101,GEV,GE VERNOVA INC,2080006,367150,634.98M,112.08M,+21.4%,0.16%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,2559476,230257,1.24B,111.63M,+9.9%,0.32%
482497104,BEKE,KE HLDGS INC,7323774,5490172,147.13M,110.3M,+299.4%,0.04%
61174X109,MNST,MONSTER BEVERAGE CORP NEW,7278206,1872075,425.92M,109.55M,+34.6%,0.11%
464287200,IVV,ISHARES TR,1420607,190607,798.24M,107.1M,+15.5%,0.2%
592688105,MTD,METTLER TOLEDO INTERNATIONAL,305722,90395,361.03M,106.75M,+42%,0.09%
09290D101,BLK,BLACKROCK INC,1206935,111694,1.14B,105.72M,+10.2%,0.29%
671044105,OSIS,OSI SYSTEMS INC,877393,541882,170.51M,105.31M,+161.5%,0.04%
052769106,ADSK,AUTODESK INC,3454264,400514,904.33M,104.85M,+13.1%,0.23%
98980G102,ZS,ZSCALER INC,3128170,527041,620.69M,104.58M,+20.3%,0.16%
632307104,NTRA,NATERA INC,1253790,732156,177.3M,103.53M,+140.4%,0.05%
447462102,HURN,HURON CONSULTING GROUP INC,1199574,719199,172.08M,103.17M,+149.7%,0.04%
M22465104,CHKP,CHECK POINT SOFTWARE TECH LT,1483714,450099,338.17M,102.59M,+43.5%,0.09%
929740108,WAB,WABTEC,2198593,564005,398.71M,102.28M,+34.5%,0.1%
184496107,CLH,CLEAN HARBORS INC,899566,504290,177.3M,99.4M,+127.6%,0.05%
36467J108,GLPI,GAMING & LEISURE PPTYS INC,2212612,1946575,112.62M,99.08M,+731.7%,0.03%
