CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
25809K105,DASH,DOORDASH INC,51790,8639,9.47M,1.58M,+20%,0.41%
040413205,ANET,ARISTA NETWORKS INC,77997,18163,6.04M,1.41M,+30.4%,0.26%
874039100,TSM,TAIWAN SEMICONDUCTOR MFG LTD,39306,8348,6.52M,1.39M,+27%,0.28%
79466L302,CRM,SALESFORCE INC,46153,4986,12.39M,1.34M,+12.1%,0.54%
47215P106,JD,JD.COM INC,112070,30552,4.61M,1.26M,+37.5%,0.2%
008474108,AEM,AGNICO EAGLE MINES LTD,43346,9864,4.7M,1.07M,+29.5%,0.2%
651639106,NEM,NEWMONT CORP,119898,18924,5.79M,913.65K,+18.7%,0.25%
315616102,FFIV,F5 INC,4335,3266,1.15M,869.64K,+305.5%,0.05%
722304102,PDD,PDD HOLDINGS INC,87365,7036,10.34M,832.71K,+8.8%,0.45%
833445109,SNOW,SNOWFLAKE INC,19242,5242,2.81M,766.17K,+37.4%,0.12%
962879102,WPM,WHEATON PRECIOUS METALS CORP,39101,8813,3.04M,684.15K,+29.1%,0.13%
G3643J108,FLUT,FLUTTER ENTMT PLC,10378,2951,2.3M,653.79K,+39.7%,0.1%
067901108,B,BARRICK GOLD CORP,148852,32150,2.89M,625K,+27.5%,0.13%
351858105,FNV,FRANCO NEV CORP,16595,3744,2.61M,589.9K,+29.1%,0.11%
18915M107,NET,CLOUDFLARE INC,17948,5180,2.02M,583.73K,+40.6%,0.09%
922475108,VEEV,VEEVA SYS INC,8707,2485,2.02M,575.6K,+39.9%,0.09%
771049103,RBLX,ROBLOX CORP,31707,9378,1.85M,546.64K,+42%,0.08%
742718109,PG,PROCTER AND GAMBLE CO,27087,3201,4.62M,545.51K,+13.4%,0.2%
803054204,SAP,SAP SE,5547,1935,1.49M,519.43K,+53.6%,0.06%
443573100,HUBS,HUBSPOT INC,3040,883,1.74M,504.45K,+40.9%,0.08%
594972408,MSTR,MICROSTRATEGY INC,15438,1709,4.45M,492.65K,+12.4%,0.19%
87256C101,TKO,TKO GROUP HOLDINGS INC,4645,2995,709.8K,457.67K,+181.5%,0.03%
64110W102,NTES,NETEASE INC,25649,4405,2.64M,453.36K,+20.7%,0.11%
165167735,EXE,EXPAND ENERGY CORPORATION,8831,4022,983.07K,447.73K,+83.6%,0.04%
056752108,BIDU,BAIDU INC,24720,4780,2.27M,439.9K,+24%,0.1%
38059T106,GFI,GOLD FIELDS LTD,94884,19630,2.1M,433.63K,+26.1%,0.09%
89677Q107,TCOM,TRIP COM GROUP LTD,38141,6536,2.43M,415.56K,+20.7%,0.11%
146869102,CVNA,CARVANA CO,6891,1952,1.44M,408.12K,+39.5%,0.06%
45104G104,IBN,ICICI BANK LIMITED,73196,12626,2.31M,397.97K,+20.8%,0.1%
404280406,HSBC,HSBC HLDGS PLC,19646,6855,1.13M,393.68K,+53.6%,0.05%
191216100,KO,COCA COLA CO,41962,5447,3.01M,390.11K,+14.9%,0.13%
40171V100,GWRE,GUIDEWIRE SOFTWARE INC,2042,2042,382.59K,382.59K,NEW,0.02%
380237107,GDDY,GODADDY INC,10662,2108,1.92M,379.74K,+24.6%,0.08%
465562106,ITUB,ITAU UNIBANCO HLDG S A,237036,65286,1.3M,359.07K,+38%,0.06%
931142103,WMT,WALMART INC,48308,3772,4.24M,331.14K,+8.5%,0.18%
91912E105,VALE,VALE S A,160086,32995,1.6M,329.29K,+26%,0.07%
278642103,EBAY,EBAY INC.,36851,4764,2.5M,322.67K,+14.8%,0.11%
98980L101,ZM,ZOOM COMMUNICATIONS INC,15279,4332,1.13M,319.57K,+39.6%,0.05%
456788108,INFY,INFOSYS LTD,105551,17323,1.93M,316.14K,+19.6%,0.08%
80105N105,SNY,SANOFI,16179,5646,897.29K,313.13K,+53.6%,0.04%
G0378L100,AU,ANGLOGOLD ASHANTI PLC,36887,8405,1.37M,311.99K,+29.5%,0.06%
30063P105,EXAS,EXACT SCIENCES CORP,46160,7151,2M,309.57K,+18.3%,0.09%
460146103,IP,INTERNATIONAL PAPER CO,13405,5786,715.16K,308.68K,+75.9%,0.03%
03524A108,BUD,ANHEUSER BUSCH INBEV SA/NV,14330,5000,882.15K,307.8K,+53.6%,0.04%
496902404,KGC,KINROSS GOLD CORP,105934,23878,1.34M,301.1K,+29.1%,0.06%
92343E102,VRSN,VERISIGN INC,6094,1177,1.55M,298.81K,+23.9%,0.07%
89151E109,TTE,TOTALENERGIES SE,13174,4597,852.23K,297.38K,+53.6%,0.04%
Y2573F102,FLEX,FLEX LTD,17162,8292,614.82K,297.06K,+93.5%,0.03%
780259305,SHEL,SHELL PLC,11556,4032,846.82K,295.47K,+53.6%,0.04%
25754A201,DPZ,DOMINOS PIZZA INC,638,638,293.13K,293.13K,NEW,0.01%
679295105,OKTA,OKTA INC,9536,2753,1M,289.67K,+40.6%,0.04%
67059N108,NTNX,NUTANIX INC,14525,4122,1.01M,287.76K,+39.6%,0.04%
049468101,TEAM,ATLASSIAN CORPORATION,20210,1355,4.29M,287.54K,+7.2%,0.19%
98138H101,WDAY,WORKDAY INC,29988,1191,7M,278.13K,+4.1%,0.3%
30231G102,XOM,EXXON MOBIL CORP,132381,2316,15.74M,275.44K,+1.8%,0.68%
09627Y109,BPMC,BLUEPRINT MEDICINES CORP,20840,3094,1.84M,273.85K,+17.4%,0.08%
26142V105,DKNG,DRAFTKINGS INC NEW,28560,8195,948.48K,272.16K,+40.2%,0.04%
059520106,BCH,BANCO DE CHILE,10155,10155,269.01K,269.01K,NEW,0.01%
055622104,BP,BP PLC,22420,7823,757.57K,264.34K,+53.6%,0.03%
256163106,DOCU,DOCUSIGN INC,16713,3205,1.36M,260.89K,+23.7%,0.06%
110448107,BTI,BRITISH AMERN TOB PLC,18028,6290,745.82K,260.22K,+53.6%,0.03%
670100205,NVO,NOVO-NORDISK A S,10632,3711,738.29K,257.69K,+53.6%,0.03%
767204100,RIO,RIO TINTO PLC,12250,4274,735.98K,256.78K,+53.6%,0.03%
759530108,RELX,RELX PLC,14561,5081,734.02K,256.13K,+53.6%,0.03%
78377T107,RHP,RYMAN HOSPITALITY PPTYS INC,2792,2792,255.3K,255.3K,NEW,0.01%
256746108,DLTR,DOLLAR TREE INC,3333,3333,250.21K,250.21K,NEW,0.01%
004225108,ACAD,ACADIA PHARMACEUTICALS INC,45260,14993,751.77K,249.03K,+49.5%,0.03%
718172109,PM,PHILIP MORRIS INTL INC,15662,1556,2.49M,246.98K,+11%,0.11%
37733W204,GSK,GSK PLC,18260,6372,707.39K,246.85K,+53.6%,0.03%
71654V408,PBR,PETROLEO BRASILEIRO SA PETRO,83137,17191,1.19M,246.52K,+26.1%,0.05%
70450Y103,PYPL,PAYPAL HLDGS INC,135833,3734,8.86M,243.64K,+2.8%,0.39%
456837103,ING,ING GROEP N.V.,35594,12421,697.29K,243.33K,+53.6%,0.03%
29446M102,EQNR,EQUINOR ASA,26348,9194,696.9K,243.18K,+53.6%,0.03%
80706P103,SRRK,SCHOLAR ROCK HLDG CORP,23598,7522,758.68K,241.83K,+46.8%,0.03%
68404L201,OPCH,OPTION CARE HEALTH INC,6868,6868,240.04K,240.04K,NEW,0.01%
30161Q104,EXEL,EXELIXIS INC,52402,6448,1.93M,238.06K,+14%,0.08%
04016X101,ARGX,ARGENX SE,1155,402,683.6K,237.93K,+53.4%,0.03%
