CUSIP,Ticker,Company,Shares,Delta_Shares,Value,Delta_Value,Delta,Portfolio%
22788C105,CRWD,CROWDSTRIKE HLDGS INC,32512,29150,11.46M,10.28M,+867%,0.97%
315948109,FBTC,FIDELITY WISE ORIGIN BITCOIN,97549,68288,7.02M,4.91M,+233.4%,0.59%
35671D857,FCX,FREEPORT-MCMORAN INC,279906,109373,10.6M,4.14M,+64.1%,0.9%
46120E602,ISRG,INTUITIVE SURGICAL INC,48073,6939,23.81M,3.44M,+16.9%,2%
532457108,LLY,ELI LILLY & CO,54938,3907,45.37M,3.23M,+7.7%,3.8%
46654Q203,JEPQ,J P MORGAN EXCHANGE TRADED F,68450,60455,3.54M,3.13M,+756.2%,0.3%
25459W458,SOXL,DIREXION SHS ETF TR,867337,184937,13.83M,2.95M,+27.1%,1.2%
92532F100,VRTX,VERTEX PHARMACEUTICALS INC,11044,5282,5.35M,2.56M,+91.7%,0.45%
023135106,AMZN,AMAZON COM INC,583325,12998,110.98M,2.47M,+2.3%,9.4%
670100205,NVO,NOVO-NORDISK A S,355076,34914,24.66M,2.42M,+10.9%,2.1%
46641Q332,JEPI,J P MORGAN EXCHANGE TRADED F,128290,36947,7.33M,2.11M,+40.4%,0.62%
02079K305,GOOGL,ALPHABET INC,440605,13121,68.14M,2.03M,+3.1%,5.8%
75886F107,REGN,REGENERON PHARMACEUTICALS,27856,3066,17.67M,1.94M,+12.4%,1.5%
92537N108,VRT,VERTIV HOLDINGS CO,133563,25570,9.64M,1.85M,+23.7%,0.82%
21037T109,CEG,CONSTELLATION ENERGY CORP,25955,5533,5.23M,1.12M,+27.1%,0.44%
594918104,MSFT,MICROSOFT CORP,55753,2842,20.93M,1.07M,+5.4%,1.8%
11135F101,AVGO,BROADCOM INC,146351,6267,24.5M,1.05M,+4.5%,2.1%
90353T100,UBER,UBER TECHNOLOGIES INC,187098,13088,13.63M,953.59K,+7.5%,1.2%
037833100,AAPL,APPLE INC,529248,4262,117.56M,946.72K,+0.8%,10%
922908363,VOO,VANGUARD INDEX FDS,15780,1447,8.11M,743.61K,+10.1%,0.69%
983793100,XPO,XPO INC,37746,6740,4.06M,725.1K,+21.7%,0.34%
25460E661,DFEN,DIREXION SHS ETF TR,407109,22225,12.5M,682.31K,+5.8%,1.1%
25461A858,AMZU,DIREXION SHS ETF TR,43922,22400,1.32M,671.11K,+104.1%,0.11%
25459W862,SPXL,DIREXION SHS ETF TR,43006,4623,6.04M,649.03K,+12%,0.51%
26614N102,DD,DUPONT DE NEMOURS INC,9863,5843,736.55K,436.34K,+145.3%,0.06%
084670702,BRK.B,BERKSHIRE HATHAWAY INC DEL,16784,797,8.94M,424.47K,+5%,0.76%
921932505,VOOG,VANGUARD ADMIRAL FDS INC,1726,1089,577.33K,364.26K,+171%,0.05%
92343V104,VZ,VERIZON COMMUNICATIONS INC,6892,6892,312.63K,312.63K,NEW,0.03%
464287200,IVV,ISHARES TR,7046,535,3.96M,300.6K,+8.2%,0.34%
922042775,VEU,VANGUARD INTL EQUITY INDEX F,4704,4704,285.37K,285.37K,NEW,0.02%
N07059210,ASML,ASML HOLDING N V,428,428,283.61K,283.61K,NEW,0.02%
87283Q107,TCHP,T ROWE PRICE ETF INC,6887,6887,262.33K,262.33K,NEW,0.02%
316092808,FTEC,FIDELITY COVINGTON TRUST,37639,1572,6.07M,253.52K,+4.4%,0.51%
949746101,WFC,WELLS FARGO CO NEW,6698,3474,480.86K,249.4K,+107.8%,0.04%
78463V107,GLD,SPDR GOLD TR,2056,787,592.35K,226.74K,+62%,0.05%
58733R102,MELI,MERCADOLIBRE INC,1216,113,2.37M,220.51K,+10.2%,0.2%
46138G649,QQQM,INVESCO EXCH TRADED FD TR II,1139,1139,219.86K,219.86K,NEW,0.02%
808524201,SCHX,SCHWAB STRATEGIC TR,9894,9894,218.46K,218.46K,NEW,0.02%
12572Q105,CME,CME GROUP INC,781,781,207.13K,207.13K,NEW,0.02%
02072L375,TBG,EA SERIES TRUST,6313,6313,206.72K,206.72K,NEW,0.02%
00206R102,T,AT&T INC,7282,7282,205.94K,205.94K,NEW,0.02%
69351T106,PPL,PPL CORP,5655,5655,204.2K,204.2K,NEW,0.02%
00217D100,ASTS,AST SPACEMOBILE INC,8861,8861,201.5K,201.5K,NEW,0.02%
09260D107,BX,BLACKSTONE INC,1441,1441,201.42K,201.42K,NEW,0.02%
808524797,SCHD,SCHWAB STRATEGIC TR,26200,7009,732.56K,195.97K,+36.5%,0.06%
30303M102,META,META PLATFORMS INC,4187,339,2.41M,195.4K,+8.8%,0.2%
316092352,FBCG,FIDELITY COVINGTON TRUST,17940,4724,717.05K,188.81K,+35.7%,0.06%
316188309,FBND,FIDELITY MERRIMACK STR TR,14744,4129,673.08K,188.49K,+38.9%,0.06%
22160K105,COST,COSTCO WHSL CORP NEW,4307,195,4.07M,184.43K,+4.7%,0.34%
02079K107,GOOG,ALPHABET INC,63997,1151,10M,179.82K,+1.8%,0.85%
437076102,HD,HOME DEPOT INC,47801,456,17.52M,167.12K,+1%,1.5%
749607107,RLI,RLI CORP,4001,2001,321.37K,160.72K,+100%,0.03%
46428Q109,SLV,ISHARES SILVER TR,4645,4645,143.96K,143.96K,NEW,0.01%
00123Q104,AGNC,AGNC INVT CORP,14507,14507,138.97K,138.97K,NEW,0.01%
02043Q107,ALNY,ALNYLAM PHARMACEUTICALS INC,9833,483,2.66M,130.42K,+5.2%,0.22%
501044101,KR,KROGER CO,13051,1716,883.44K,116.16K,+15.1%,0.07%
92204A702,VGT,VANGUARD WORLD FD,1601,198,868.54K,107.41K,+14.1%,0.07%
